"player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club"
"Esteban Andrada","https://www.transfermarkt.com/esteban-andrada/profil/spieler/105888","22/23","Knee surgery",2022-07-12,2022-08-04,"23 days","4","CF Monterrey"
"Esteban Andrada","https://www.transfermarkt.com/esteban-andrada/profil/spieler/105888","20/21","Corona virus",2021-05-02,2021-05-17,"15 days","6","CA Boca Juniors"
"Esteban Andrada","https://www.transfermarkt.com/esteban-andrada/profil/spieler/105888","20/21","Quarantine",2021-04-18,2021-04-30,"12 days","3","CA Boca Juniors"
"Esteban Andrada","https://www.transfermarkt.com/esteban-andrada/profil/spieler/105888","20/21","Hamstring strain",2020-10-29,2020-11-05,"7 days","1","CA Boca Juniors"
"Esteban Andrada","https://www.transfermarkt.com/esteban-andrada/profil/spieler/105888","19/20","Knee injury",2020-01-15,2020-02-12,"28 days","3","CA Boca Juniors"
"Esteban Andrada","https://www.transfermarkt.com/esteban-andrada/profil/spieler/105888","18/19","Knee injury",2019-06-13,2019-07-07,"24 days","6","Argentina"
"Esteban Andrada","https://www.transfermarkt.com/esteban-andrada/profil/spieler/105888","18/19","Broken jaw",2018-09-21,2018-11-12,"52 days","13","CA Boca Juniors"
"Esteban Andrada","https://www.transfermarkt.com/esteban-andrada/profil/spieler/105888","22/23","Knee surgery",2022-07-12,2022-08-04,"23 days","4","Argentina"
"Agustín Rossi","https://www.transfermarkt.com/agustin-rossi/profil/spieler/352324","21/22","Torn muscle bundle",2022-04-13,2022-05-02,"19 days","6","CA Boca Juniors"
"Agustín Rossi","https://www.transfermarkt.com/agustin-rossi/profil/spieler/352324","21/22","Quarantine",2021-07-22,2021-07-29,"7 days","2","CA Boca Juniors"
"Manuel Roffo","https://www.transfermarkt.com/manuel-roffo/profil/spieler/491687","22/23","flesh wound",2022-09-15,2022-09-20,"5 days","1","Club Atlético Tigre"
"Manuel Roffo","https://www.transfermarkt.com/manuel-roffo/profil/spieler/491687","21/22","flu",2022-02-28,2022-03-03,"3 days","1","Club Atlético Tigre"
"Javier Bustillos","https://www.transfermarkt.com/javier-bustillos/profil/spieler/537274","18/19","Cruciate ligament tear",2019-01-24,2019-07-24,"181 days",NA,NA
"Leonardo Balerdi","https://www.transfermarkt.com/leonardo-balerdi/profil/spieler/575998","23/24","Adductor pain",2024-03-15,2024-03-20,"5 days","1","Olympique Marseille"
"Leonardo Balerdi","https://www.transfermarkt.com/leonardo-balerdi/profil/spieler/575998","21/22","Shoulder injury",2022-03-24,2022-07-21,"119 days","13","Olympique Marseille"
"Leonardo Balerdi","https://www.transfermarkt.com/leonardo-balerdi/profil/spieler/575998","18/19","Facial injury",2019-01-25,2019-02-11,"17 days","10","Borussia Dortmund"
"Leonardo Balerdi","https://www.transfermarkt.com/leonardo-balerdi/profil/spieler/575998","23/24","Adductor pain",2024-03-15,2024-03-20,"5 days","1","Argentina U20"
"Lisandro Magallán","https://www.transfermarkt.com/lisandro-magallan/profil/spieler/66736","18/19","Hamstring injury",2019-01-31,2019-03-07,"35 days","7","Ajax Amsterdam"
"Lisandro Magallán","https://www.transfermarkt.com/lisandro-magallan/profil/spieler/66736","18/19","Hamstring injury",2019-01-31,2019-03-07,"35 days","7","Argentina U20"
"Júnior Alonso","https://www.transfermarkt.com/junior-alonso/profil/spieler/273000","22/23","Knee problems",2022-11-09,2023-01-02,"54 days",NA,NA
"Carlos Izquierdoz","https://www.transfermarkt.com/carlos-izquierdoz/profil/spieler/116968","21/22","Hip problems",2022-05-06,2022-05-12,"6 days","2","CA Boca Juniors"
"Carlos Izquierdoz","https://www.transfermarkt.com/carlos-izquierdoz/profil/spieler/116968","21/22","Metatarsal fracture",2022-03-14,2022-04-28,"45 days","10","CA Boca Juniors"
"Carlos Izquierdoz","https://www.transfermarkt.com/carlos-izquierdoz/profil/spieler/116968","21/22","Quarantine",2021-07-22,2021-07-29,"7 days","2","CA Boca Juniors"
"Carlos Izquierdoz","https://www.transfermarkt.com/carlos-izquierdoz/profil/spieler/116968","20/21","Vertebral injury",2021-03-01,2021-03-10,"9 days","3","CA Boca Juniors"
"Carlos Izquierdoz","https://www.transfermarkt.com/carlos-izquierdoz/profil/spieler/116968","19/20","Knee injury",2019-06-27,2019-09-09,"74 days","10","CA Boca Juniors"
"Carlos Izquierdoz","https://www.transfermarkt.com/carlos-izquierdoz/profil/spieler/116968","18/19","Torn muscle bundle",2018-08-21,2018-09-11,"21 days","4","CA Boca Juniors"
"Lisandro López","https://www.transfermarkt.com/lisandro-lopez/profil/spieler/125019","21/22","Quarantine",2021-07-22,2021-07-29,"7 days","2","CA Boca Juniors"
"Lisandro López","https://www.transfermarkt.com/lisandro-lopez/profil/spieler/125019","19/20","Metatarsal fracture",2020-02-18,2020-04-19,"61 days","6","CA Boca Juniors"
"Lisandro López","https://www.transfermarkt.com/lisandro-lopez/profil/spieler/125019","19/20","Calf problems",2019-12-05,2019-12-15,"10 days","1","CA Boca Juniors"
"Lisandro López","https://www.transfermarkt.com/lisandro-lopez/profil/spieler/125019","19/20","Calf muscle tear",2019-07-11,2019-08-11,"31 days","4","CA Boca Juniors"
"Lisandro López","https://www.transfermarkt.com/lisandro-lopez/profil/spieler/125019","18/19","Hamstring muscle injury",2018-09-11,2018-10-15,"34 days","5","Genoa CFC"
"Kevin Mac Allister","https://www.transfermarkt.com/kevin-mac-allister/profil/spieler/428920","23/24","Hamstring injury",2024-02-28,2024-04-04,"36 days","7","Union Saint-Gilloise"
"Kevin Mac Allister","https://www.transfermarkt.com/kevin-mac-allister/profil/spieler/428920","23/24","Facial injury",2024-02-15,2024-02-20,"5 days","2","Union Saint-Gilloise"
"Kevin Mac Allister","https://www.transfermarkt.com/kevin-mac-allister/profil/spieler/428920","18/19","Torn muscle bundle",2019-06-19,2019-07-09,"20 days",NA,"Union Saint-Gilloise"
"Paolo Goltz","https://www.transfermarkt.com/paolo-goltz/profil/spieler/55183","23/24","Torn muscle bundle",2023-09-03,2023-09-22,"19 days","3","CA Colón"
"Paolo Goltz","https://www.transfermarkt.com/paolo-goltz/profil/spieler/55183","22/23","Heel injury",2023-05-26,2023-06-19,"24 days","3","CA Colón"
"Paolo Goltz","https://www.transfermarkt.com/paolo-goltz/profil/spieler/55183","22/23","Heel problems",2023-05-01,2023-05-09,"8 days","1","CA Colón"
"Paolo Goltz","https://www.transfermarkt.com/paolo-goltz/profil/spieler/55183","19/20","Knee injury",2019-09-01,2019-10-07,"36 days","6","CA Boca Juniors"
"Paolo Goltz","https://www.transfermarkt.com/paolo-goltz/profil/spieler/55183","18/19","Metacarpal fracture",2019-04-12,2019-05-26,"44 days","9","CA Boca Juniors"
"Paolo Goltz","https://www.transfermarkt.com/paolo-goltz/profil/spieler/55183","18/19","Knee problems",2019-03-20,2019-04-03,"14 days","2","CA Boca Juniors"
"Paolo Goltz","https://www.transfermarkt.com/paolo-goltz/profil/spieler/55183","18/19","Knee surgery",2019-01-26,2019-03-20,"53 days","12","CA Boca Juniors"
"Paolo Goltz","https://www.transfermarkt.com/paolo-goltz/profil/spieler/55183","18/19","Fitness",2018-08-27,2018-08-27,"0 days","1","CA Boca Juniors"
"Paolo Goltz","https://www.transfermarkt.com/paolo-goltz/profil/spieler/55183","17/18","Adductor injury",2018-04-11,2018-05-02,"21 days","4","CA Boca Juniors"
"Agustín Heredia","https://www.transfermarkt.com/agustin-heredia/profil/spieler/570420","20/21","Muscle injury",2021-04-01,2021-04-20,"19 days","2","Cerro Largo FC"
"Santiago Ramos Mingo","https://www.transfermarkt.com/santiago-ramos-mingo/profil/spieler/688593","21/22","Hamstring injury",2021-09-10,2021-09-18,"8 days","1","FC Barcelona B"
"Santiago Ramos Mingo","https://www.transfermarkt.com/santiago-ramos-mingo/profil/spieler/688593","21/22","Corona virus",2021-07-10,2021-07-16,"6 days",NA,"FC Barcelona B"
"Santiago Ramos Mingo","https://www.transfermarkt.com/santiago-ramos-mingo/profil/spieler/688593","20/21","Hamstring injury",2020-12-07,2021-02-27,"82 days","8","FC Barcelona B"
"Frank Fabra","https://www.transfermarkt.com/frank-fabra/profil/spieler/156561","23/24","Knee injury",2023-11-05,2023-11-30,"25 days","4","CA Boca Juniors"
"Frank Fabra","https://www.transfermarkt.com/frank-fabra/profil/spieler/156561","22/23","Torn muscle bundle",2023-06-07,2023-06-26,"19 days","3","CA Boca Juniors"
"Frank Fabra","https://www.transfermarkt.com/frank-fabra/profil/spieler/156561","22/23","Knee injury",2023-04-10,2023-05-09,"29 days","8","CA Boca Juniors"
"Frank Fabra","https://www.transfermarkt.com/frank-fabra/profil/spieler/156561","22/23","Knee problems",2022-10-24,2022-10-31,"7 days","1","CA Boca Juniors"
"Frank Fabra","https://www.transfermarkt.com/frank-fabra/profil/spieler/156561","18/19","Fitness",2019-02-01,2019-03-11,"38 days","9","CA Boca Juniors"
"Frank Fabra","https://www.transfermarkt.com/frank-fabra/profil/spieler/156561","18/19","Cruciate ligament tear",2018-06-09,2019-01-31,"236 days","33","CA Boca Juniors"
"Frank Fabra","https://www.transfermarkt.com/frank-fabra/profil/spieler/156561","23/24","Knee injury",2023-11-05,2023-11-30,"25 days","4","Colombia"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","23/24","unknown injury",2023-12-03,2024-01-08,"36 days","2","FK Krasnodar"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","22/23","Hamstring injury",2023-04-01,2023-04-24,"23 days","4","Real Valladolid CF"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","21/22","unknown injury",2021-10-02,2021-10-15,"13 days","4","Real Valladolid CF"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","20/21","Quarantine",2021-01-19,2021-01-22,"3 days","1","Uruguay"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","19/20","muscular problems",2020-06-26,2020-06-30,"4 days","2","Celta de Vigo"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","19/20","Muscle injury",2019-10-08,2019-10-21,"13 days","3","Celta de Vigo"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","18/19","Muscle injury",2018-09-21,2018-09-28,"7 days","2","Celta de Vigo"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","23/24","unknown injury",2023-12-03,2024-01-08,"36 days","2","Danubio FC"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","22/23","Hamstring injury",2023-04-01,2023-04-24,"23 days","4","Uruguay"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","21/22","unknown injury",2021-10-02,2021-10-15,"13 days","4","Danubio FC"
"Lucas Olaza","https://www.transfermarkt.com/lucas-olaza/profil/spieler/216240","20/21","Quarantine",2021-01-19,2021-01-22,"3 days","1","Uruguay"
"Nicolás Colazo","https://www.transfermarkt.com/nicolas-colazo/profil/spieler/116277","23/24","Pubalgia",2023-12-02,2024-02-15,"75 days","6","Club de Gimnasia y Esgrima La Plata"
"Nicolás Colazo","https://www.transfermarkt.com/nicolas-colazo/profil/spieler/116277","23/24","Pubalgia",2023-08-30,2023-09-28,"29 days","4","Club de Gimnasia y Esgrima La Plata"
"Nicolás Colazo","https://www.transfermarkt.com/nicolas-colazo/profil/spieler/116277","22/23","Sore muscles",2023-06-11,2023-06-17,"6 days","1","Club de Gimnasia y Esgrima La Plata"
"Nicolás Colazo","https://www.transfermarkt.com/nicolas-colazo/profil/spieler/116277","22/23","Cruciate ligament strain",2023-02-11,2023-03-30,"47 days","7","Club de Gimnasia y Esgrima La Plata"
"Leonardo Jara","https://www.transfermarkt.com/leonardo-jara/profil/spieler/116163","23/24","Adductor injury",2023-10-10,2023-10-25,"15 days","3","CA Vélez Sarsfield"
"Leonardo Jara","https://www.transfermarkt.com/leonardo-jara/profil/spieler/116163","23/24","Edema in the knee",2023-09-25,2023-10-06,"11 days","1","CA Vélez Sarsfield"
"Leonardo Jara","https://www.transfermarkt.com/leonardo-jara/profil/spieler/116163","22/23","Groin strain",2023-03-29,2023-05-11,"43 days","9","CA Vélez Sarsfield"
"Leonardo Jara","https://www.transfermarkt.com/leonardo-jara/profil/spieler/116163","18/19","Shoulder injury",2019-04-12,2019-04-18,"6 days","1","D.C. United"
"Julio Buffarini","https://www.transfermarkt.com/julio-buffarini/profil/spieler/89281","23/24","Torn muscle bundle",2024-01-30,2024-02-15,"16 days","4","CA Independiente"
"Julio Buffarini","https://www.transfermarkt.com/julio-buffarini/profil/spieler/89281","22/23","Knee injury",2023-03-20,2023-05-25,"66 days","10","CA Talleres"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","22/23","Knee problems",2023-05-17,2023-07-28,"72 days","12","Club Alianza Lima"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","22/23","ankle sprain",2023-03-13,2023-04-14,"32 days","5","Club Alianza Lima"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","22/23","Muscle fatigue",2022-07-24,2022-07-30,"6 days","1","Club Alianza Lima"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","21/22","Knee injury",2022-03-30,2022-04-21,"22 days","5","CA San Lorenzo de Almagro"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","20/21","Corona virus",2021-04-30,2021-05-15,"15 days","4","CA San Lorenzo de Almagro"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","17/18","Muscle injury",2018-04-29,2018-05-21,"22 days","5","Club Nacional"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","17/18","Knee injury",2018-03-27,2018-04-02,"6 days","2","Club Nacional"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","17/18","Muscle injury",2018-03-05,2018-03-12,"7 days","1","Club Nacional"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","22/23","Knee problems",2023-05-17,2023-07-28,"72 days","12","CA Boca Juniors"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","22/23","ankle sprain",2023-03-13,2023-04-14,"32 days","5","Calcio Catania"
"Gino Peruzzi","https://www.transfermarkt.com/gino-peruzzi/profil/spieler/138110","22/23","Muscle fatigue",2022-07-24,2022-07-30,"6 days","1","Argentina"
"Marcelo Weigandt","https://www.transfermarkt.com/marcelo-weigandt/profil/spieler/491690","21/22","Ankle sprain",2022-04-21,2022-05-16,"25 days","8","CA Boca Juniors"
"Marcelo Weigandt","https://www.transfermarkt.com/marcelo-weigandt/profil/spieler/491690","21/22","Shoulder injury",2021-10-25,2022-03-27,"153 days","18","CA Boca Juniors"
"Marcelo Weigandt","https://www.transfermarkt.com/marcelo-weigandt/profil/spieler/491690","21/22","Torn muscle bundle",2021-09-15,2021-09-30,"15 days","4","CA Boca Juniors"
"Marcelo Weigandt","https://www.transfermarkt.com/marcelo-weigandt/profil/spieler/491690","21/22","Quarantine",2021-07-22,2021-07-29,"7 days","2","CA Boca Juniors"
"Wilmar Barrios","https://www.transfermarkt.com/wilmar-barrios/profil/spieler/257668","22/23","Shoulder injury",2023-03-12,2023-04-03,"22 days","4","Zenit St. Petersburg"
"Iván Marcone","https://www.transfermarkt.com/ivan-marcone/profil/spieler/90451","23/24","Fever",2024-04-04,2024-04-08,"4 days","1","CA Independiente"
"Iván Marcone","https://www.transfermarkt.com/ivan-marcone/profil/spieler/90451","22/23","Torn muscle bundle",2023-05-09,2023-06-07,"29 days","4","CA Independiente"
"Daniele De Rossi","https://www.transfermarkt.com/daniele-de-rossi/profil/spieler/5947","19/20","Hamstring injury",2019-09-20,2019-10-20,"30 days","5","CA Boca Juniors"
"Daniele De Rossi","https://www.transfermarkt.com/daniele-de-rossi/profil/spieler/5947","18/19","Hamstring muscle injury",2019-04-13,2019-05-07,"24 days","4","AS Roma"
"Daniele De Rossi","https://www.transfermarkt.com/daniele-de-rossi/profil/spieler/5947","18/19","Calf muscle tear",2019-03-06,2019-03-30,"24 days","3","AS Roma"
"Daniele De Rossi","https://www.transfermarkt.com/daniele-de-rossi/profil/spieler/5947","18/19","Knee injury",2018-10-28,2019-01-23,"87 days","15","AS Roma"
"Daniele De Rossi","https://www.transfermarkt.com/daniele-de-rossi/profil/spieler/5947","18/19","Broken foot",2018-10-07,2018-10-22,"15 days","1","AS Roma"
"Daniele De Rossi","https://www.transfermarkt.com/daniele-de-rossi/profil/spieler/5947","18/19","Inflammation in the knee",2018-10-01,2018-10-04,"3 days","1","AS Roma"
"Daniele De Rossi","https://www.transfermarkt.com/daniele-de-rossi/profil/spieler/5947","17/18","Calf problems",2018-02-03,2018-02-10,"7 days","1","AS Roma"
"Daniele De Rossi","https://www.transfermarkt.com/daniele-de-rossi/profil/spieler/5947","17/18","Calf problems",2018-01-21,2018-01-27,"6 days","2","AS Roma"
"Daniele De Rossi","https://www.transfermarkt.com/daniele-de-rossi/profil/spieler/5947","17/18","muscular problems",2018-01-05,2018-01-09,"4 days","1","AS Roma"
"Daniele De Rossi","https://www.transfermarkt.com/daniele-de-rossi/profil/spieler/5947","17/18","Meniscus irritation",2017-10-02,2017-10-10,"8 days","2","Italy"
"Jorman Campuzano","https://www.transfermarkt.com/jorman-campuzano/profil/spieler/459467","22/23","Fever",2022-07-29,2022-08-08,"10 days","2","CA Boca Juniors"
"Jorman Campuzano","https://www.transfermarkt.com/jorman-campuzano/profil/spieler/459467","21/22","Thigh problems",2021-10-25,2021-11-01,"7 days","2","CA Boca Juniors"
"Jorman Campuzano","https://www.transfermarkt.com/jorman-campuzano/profil/spieler/459467","21/22","Quarantine",2021-07-22,2021-07-29,"7 days","2","CA Boca Juniors"
"Jorman Campuzano","https://www.transfermarkt.com/jorman-campuzano/profil/spieler/459467","20/21","Corona virus",2021-04-16,2021-05-06,"20 days","6","CA Boca Juniors"
"Jorman Campuzano","https://www.transfermarkt.com/jorman-campuzano/profil/spieler/459467","18/19","Knee injury",2019-04-08,2019-04-26,"18 days","3","CA Boca Juniors"
"Fernando Gago","https://www.transfermarkt.com/fernando-gago/profil/spieler/38954","19/20","Cruciate ligament tear",2020-01-31,2020-08-31,"213 days","9","CA Vélez Sarsfield"
"Fernando Gago","https://www.transfermarkt.com/fernando-gago/profil/spieler/38954","19/20","Hamstring strain",2019-10-16,2019-10-25,"9 days","1","CA Vélez Sarsfield"
"Fernando Gago","https://www.transfermarkt.com/fernando-gago/profil/spieler/38954","18/19","Achilles tendon rupture",2018-12-10,2019-08-16,"249 days",NA,"CA Boca Juniors"
"Fernando Gago","https://www.transfermarkt.com/fernando-gago/profil/spieler/38954","18/19","Torn muscle bundle",2018-07-16,2018-08-22,"37 days","4","CA Boca Juniors"
"Fernando Gago","https://www.transfermarkt.com/fernando-gago/profil/spieler/38954","17/18","Cruciate ligament tear",2017-10-07,2018-05-11,"216 days","32","Argentina"
"Fernando Gago","https://www.transfermarkt.com/fernando-gago/profil/spieler/38954","19/20","Cruciate ligament tear",2020-01-31,2020-08-31,"213 days","9","Argentina"
"Fernando Gago","https://www.transfermarkt.com/fernando-gago/profil/spieler/38954","19/20","Hamstring strain",2019-10-16,2019-10-25,"9 days","1","CA Boca Juniors"
"Fernando Gago","https://www.transfermarkt.com/fernando-gago/profil/spieler/38954","18/19","Achilles tendon rupture",2018-12-10,2019-08-16,"249 days",NA,"Argentina"
"Fernando Gago","https://www.transfermarkt.com/fernando-gago/profil/spieler/38954","18/19","Torn muscle bundle",2018-07-16,2018-08-22,"37 days","4","Valencia CF"
"Fernando Gago","https://www.transfermarkt.com/fernando-gago/profil/spieler/38954","17/18","Cruciate ligament tear",2017-10-07,2018-05-11,"216 days","32","CA Boca Juniors"
"Agustín Almendra","https://www.transfermarkt.com/agustin-almendra/profil/spieler/491698","23/24","Torn muscle bundle",2024-03-06,2024-03-27,"21 days","4","Racing Club"
"Agustín Almendra","https://www.transfermarkt.com/agustin-almendra/profil/spieler/491698","21/22","Ankle injury",2022-06-02,2022-08-25,"84 days","19","CA Boca Juniors"
"Agustín Almendra","https://www.transfermarkt.com/agustin-almendra/profil/spieler/491698","21/22","Ankle problems",2021-09-12,2021-09-22,"10 days","2","CA Boca Juniors"
"Agustín Almendra","https://www.transfermarkt.com/agustin-almendra/profil/spieler/491698","21/22","ankle sprain",2021-07-07,2021-08-10,"34 days","8","CA Boca Juniors"
"Agustín Almendra","https://www.transfermarkt.com/agustin-almendra/profil/spieler/491698","20/21","Adductor injury",2021-05-28,2021-06-30,"33 days","2","CA Boca Juniors"
"Agustín Almendra","https://www.transfermarkt.com/agustin-almendra/profil/spieler/491698","20/21","Corona virus",2020-08-08,2020-08-22,"14 days",NA,"CA Boca Juniors"
"Agustín Almendra","https://www.transfermarkt.com/agustin-almendra/profil/spieler/491698","18/19","Knee problems",2019-03-28,2019-04-12,"15 days","4","CA Boca Juniors"
"Agustín Almendra","https://www.transfermarkt.com/agustin-almendra/profil/spieler/491698","18/19","Knee injury",2019-01-13,2019-02-02,"20 days","8","Argentina U20"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","23/24","Hamstring injury",2023-12-29,2024-01-06,"8 days","3","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","23/24","Hamstring injury",2023-10-29,2023-11-30,"32 days","7","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","21/22","Thigh problems",2022-05-07,2022-05-14,"7 days","1","Uruguay"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","21/22","Knee medial ligament tear",2022-03-16,2022-04-18,"33 days","6","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","21/22","Bruised knee",2022-01-20,2022-03-16,"55 days","9","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","21/22","Quarantine",2022-01-11,2022-01-13,"2 days","1","Uruguay"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","21/22","Corona virus",2021-12-31,2022-01-11,"11 days","2","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","21/22","unknown injury",2021-12-18,2021-12-26,"8 days","2","Uruguay"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","21/22","unknown injury",2021-12-09,2021-12-17,"8 days","2","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","21/22","unknown injury",2021-10-25,2021-11-01,"7 days","2","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","20/21","Thigh problems",2021-04-03,2021-04-10,"7 days","1","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","20/21","Corona virus",2020-11-27,2020-12-12,"15 days","2","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","19/20","Hamstring muscle injury",2019-11-11,2019-11-24,"13 days","2","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","18/19","Foot injury",2019-01-26,2019-02-13,"18 days","4","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","23/24","Hamstring injury",2023-12-29,2024-01-06,"8 days","3","Cagliari Calcio"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","23/24","Hamstring injury",2023-10-29,2023-11-30,"32 days","7","Uruguay"
"Nahitan Nández","https://www.transfermarkt.com/nahitan-nandez/profil/spieler/315063","21/22","Thigh problems",2022-05-07,2022-05-14,"7 days","1","CA Boca Juniors"
"Alexis Mac Allister","https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033","23/24","Knee injury",2023-12-07,2023-12-29,"22 days","6","Liverpool FC"
"Alexis Mac Allister","https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033","20/21","Back injury",2021-02-02,2021-02-05,"3 days","1","Brighton & Hove Albion"
"Alexis Mac Allister","https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033","20/21","Virus",2020-11-07,2020-12-12,"35 days","5","Brighton & Hove Albion"
"Alexis Mac Allister","https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033","23/24","Knee injury",2023-12-07,2023-12-29,"22 days","6","Argentina"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","22/23","strain",2023-07-23,2023-09-01,"40 days","7","CA Newell's Old Boys"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","22/23","Edema in the knee",2023-05-06,2023-06-25,"50 days","9","CA Newell's Old Boys"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","22/23","Torn muscle bundle",2022-09-05,2022-09-27,"22 days","5","CA Newell's Old Boys"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","22/23","Knee problems",2022-07-31,2022-08-11,"11 days","3","CA Newell's Old Boys"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","21/22","Hamstring strain",2022-06-10,2022-07-13,"33 days","7","CA Newell's Old Boys"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","21/22","Calf muscle tear",2021-09-16,2021-10-22,"36 days","7","CA Newell's Old Boys"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","21/22","Torn muscle bundle",2021-07-13,2021-08-12,"30 days","5","CA Newell's Old Boys"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","19/20","Torn muscle bundle",2020-02-29,2020-03-25,"25 days","2","CA Newell's Old Boys"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","18/19","Eye injury",2018-11-24,2018-11-27,"3 days",NA,"CA Boca Juniors"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","17/18","Hamstring strain",2018-02-05,2018-03-04,"27 days","4","CA Boca Juniors"
"Pablo Pérez","https://www.transfermarkt.com/pablo-perez/profil/spieler/55884","17/18","Hamstring strain",2018-01-17,2018-01-31,"14 days","1","CA Boca Juniors"
"Gonzalo Lamardo","https://www.transfermarkt.com/gonzalo-lamardo/profil/spieler/554902","20/21","Broken foot",2021-04-06,2022-01-01,"270 days","22","Cerro Largo FC"
"Gonzalo Lamardo","https://www.transfermarkt.com/gonzalo-lamardo/profil/spieler/554902","20/21","Broken foot",2021-04-06,2022-01-01,"270 days","22","CA Boca Juniors II"
"Nicolás Capaldo","https://www.transfermarkt.com/nicolas-capaldo/profil/spieler/649672","23/24","Knee injury",2024-02-01,NA,"97 days","15","Red Bull Salzburg"
"Nicolás Capaldo","https://www.transfermarkt.com/nicolas-capaldo/profil/spieler/649672","23/24","Ankle injury",2023-07-22,2023-09-19,"59 days","8","Red Bull Salzburg"
"Nicolás Capaldo","https://www.transfermarkt.com/nicolas-capaldo/profil/spieler/649672","22/23","Knee problems",2022-10-10,2022-12-31,"82 days","9","Red Bull Salzburg"
"Nicolás Capaldo","https://www.transfermarkt.com/nicolas-capaldo/profil/spieler/649672","21/22","Thigh problems",2022-05-07,2022-06-30,"54 days","3","Red Bull Salzburg"
