team_name,league,country,player_name,appearances,goals,minutes_played,Year
Independiente Medellín,Liga Dimayor Apertura,Colombia,Jorge Cabezas,10,0,369,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Déinner Quiñones,38,3,1543,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Brayan León,28,4,1774,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Emerson Batalla,25,3,1097,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Ever Valencia,17,2,912,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Luciano Pons,63,14,4743,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Ánderson Plata,27,2,1414,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Felipe Pardo,19,3,1069,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Juan Arizala,9,0,313,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Breiner Moya,1,0,8,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Darwin Palacio,1,0,8,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Johan Martínez,2,0,65,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,John Edwin Montaño,0,0,0,2022
Independiente Medellín,Liga Dimayor Apertura,Colombia,Andrés Dávila,0,0,0,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Kevin Mier,49,0,4306,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Luis Marquinez,0,0,0,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Harlen Castillo,25,0,2169,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,David Agudelo,0,0,0,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Mateo Valencia,0,0,0,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Andrés Felipe Román,34,3,2727,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Samuel Velásquez,24,2,1723,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Juan Felipe Aguirre,52,5,4314,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Édier Ocampo,35,0,2421,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Álvaro Angulo,22,3,1717,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Yerson Candelo,25,1,1848,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Andrés Salazar,11,0,756,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Cristian Devenish,35,1,2259,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Sergio Mosquera,31,0,1871,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Danovis Banguero,29,2,2499,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Juan Jose Arias,14,0,935,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Cristian Blanco,3,0,134,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Cristián Zapata,51,1,4401,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Simón García,2,0,180,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Alexandro Licona,4,0,81,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Jhon Solís,32,0,2116,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Nelson Palacio,27,1,2189,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Nelson Deossa,50,6,3662,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Sebastián Gómez,20,0,1648,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Juan Torres,35,3,1633,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Robert Mejía,28,1,2240,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Jarlan Barrera,21,3,1040,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Neyder Moreno,20,2,1179,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Maximiliano Cantera,16,2,662,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Jhon Duque,46,1,2492,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Ewil Murillo,1,0,13,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Yéiler Góez,12,0,472,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Kilian Toscano,2,0,17,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Óscar Perea,44,7,2185,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Brahian Palacios,47,3,2088,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Francisco da Costa,13,1,645,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Tomás Ángel,32,7,1524,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Eric Ramírez,27,9,1201,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Jader,37,4,1407,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Dorlan Pabón,45,18,3172,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Felix Charrupí,1,0,28,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Jefferson Duque,61,15,3589,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Gianfranco Peña,6,0,246,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Yair Mena,13,0,585,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Jayder Asprilla,14,1,343,2022
Atlético Nacional,Liga Dimayor Apertura,Colombia,Emilio Aristizábal,3,0,29,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Neto Volpi,29,0,2548,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,William Cuesta,11,0,922,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Christian Vargas,16,0,1377,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Juan Camilo Chaverra,2,0,103,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Santiago Gutiérrez,0,0,0,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Junior Hernández,41,2,3394,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,César Haydar,26,1,2295,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Marlon Torres,18,0,1353,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Yhormar Hurtado,26,1,2015,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Léider Riascos,30,0,2020,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,José Cuenú,13,0,999,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Julián Quiñónes,24,4,1918,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Anderson Angulo,22,0,1935,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Nicolás Giraldo,13,0,1005,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Jeison Angulo,2,0,113,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Juan Arboleda,20,0,1444,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Juan Mera,10,0,784,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Shean Barbosa,5,0,229,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Jhon Quiñones,2,0,155,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Daniel Candelo,0,0,0,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Yeison Guzmán,50,10,3705,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Juan David Ríos,44,0,3724,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Carlos Esparragoza,21,0,954,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Eduardo Sosa,24,1,753,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Fabian Mosquera,32,0,1419,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Cristian Trujillo,31,1,1538,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Juan Pablo Nieto,44,2,2848,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Juan Valencia,10,0,467,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Juan Rubiano,7,0,157,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Emerson Angulo,0,0,0,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Diego Herazo,47,16,2734,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Álex Castro,17,3,1096,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Jeison Lucumí,24,2,1608,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Facundo Boné,38,7,2188,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Brayan Gil,32,4,1274,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Kevin Pérez,31,3,1461,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Andrés Rentería,2,1,61,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Estefano Arango,36,2,2254,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Lucas González,5,1,238,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Álvaro Meléndez,3,1,150,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Jeinner Fuentes,2,1,67,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Julián Angulo,4,0,96,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Juan Fernando Caicedo,16,3,770,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Juan Carabalí,3,0,60,2022
Deportes Tolima,Liga Dimayor Apertura,Colombia,Óscar Vallecilla,3,0,25,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Jorge Soto,25,0,2250,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Diego Novoa,28,0,2520,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,David Quintero,1,0,12,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Juan Munera,1,0,78,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Brayan Vera,1,0,90,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Brayan Córdoba,23,0,2003,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Kevin Andrade,45,1,3802,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,David Mina,16,0,1024,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Esneyder Mena,46,2,3280,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Gastón Sauro,6,0,286,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Daniel Quiñones,13,1,458,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Cristian Arrieta,19,0,737,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Edwin Velasco,39,1,3238,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,John García,24,1,1784,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Joyce Ríos,6,0,336,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,David Contreras,9,0,221,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Kévin Angulo,4,0,210,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Maicol Valencia,1,0,45,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Brayan Correa,4,0,34,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Jhoiner Asprilla,3,0,197,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Juan Portilla,41,1,3319,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Josen Escobar,20,0,1538,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Edwin Cardona,21,6,1337,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Pedro Bravo,2,0,76,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Jader Quiñónes,26,3,1940,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Franco Leys,39,0,2960,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Felipe Mosquera,27,3,1102,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Luis Sánchez,22,3,563,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Darwin Quintero,44,5,2848,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Luis Alejandro Paz,41,0,2216,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Gustavo Carvajal,2,0,17,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Juan Rubio,0,0,0,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Cristian Barrios,48,12,3100,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Andrés Sarmiento,41,12,2407,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Facundo Suárez,39,10,2789,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Daniel Mosquera,20,0,363,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Adrián Ramos,43,12,2492,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Iago Falque,16,4,951,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Víctor Ibarbo,18,3,537,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Yojan Garcés,1,0,11,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Juan Hincapié,0,0,0,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Juan Nazarith,2,0,34,2022
CD América de Cali,Liga Dimayor Apertura,Colombia,Aurelio Domínguez,1,0,11,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Álvaro Montero,56,0,5040,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Juan Moreno,16,0,1440,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Camilo Romero,0,0,0,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Jonathan Gónzalez,0,0,0,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Andrés Llinás,50,3,4297,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Juan Pablo Vargas,49,3,4306,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Omar Bertel,41,0,3029,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Jorge Arias,57,3,3718,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Óscar Vanegas,19,0,1243,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Sander Navarro,19,0,1504,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Israel Alba,11,1,731,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Andrés Murillo,9,0,623,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Elvis Perlaza,39,1,3162,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Alex Moreno,15,1,1124,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Samuel Asprilla,18,1,1253,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Ricardo Rosales,8,0,501,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Jhoan Hernández,4,0,94,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Daniel Ruiz Rivera,21,2,1704,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Daniel Cataño,49,8,3639,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Larry Vásquez,58,2,3564,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Daniel Giraldo,58,1,4341,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Stiven Vega,42,0,2281,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Juan Carlos Pereira,47,2,2595,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,David Silva,55,5,4241,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Juan Torres,8,0,201,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Kliver Moreno,11,0,486,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Dewar Victoria,2,0,64,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Nicolás Arévalo,7,0,431,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Kevin Cortés,1,0,6,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Óscar Cortés,19,6,1350,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Leonardo Castro,54,22,4229,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Beckham Castro,40,7,1783,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Luis Paredes,39,3,1569,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Edgar Guerra,49,4,1815,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Yuber Quiñones,23,1,863,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Jader Valencia,30,4,1403,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Juan Carvajal,13,2,199,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Luis Carlos Ruiz,11,1,372,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Ramiro Brochero,12,0,263,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Fernando Uribe,49,5,1493,2022
Millonarios FC,Liga Dimayor Apertura,Colombia,Neyser Villarreal,3,0,17,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Juan Espitia,20,0,1800,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,José Silva,11,0,985,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Antony Silva,20,0,1800,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Omar Rodríguez,0,0,0,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Leandro Castellanos,1,0,5,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Kevin Mantilla,9,1,686,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Marlon Torres,10,0,860,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Julián Millán,27,1,2252,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Mateo Garavito,12,0,758,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,José Aja,35,2,2964,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Fabián Viáfara,46,1,3953,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Dairon Mosquera,31,1,2513,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,David Ramírez,18,0,1357,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Iván Scarpeta,18,1,1502,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Fabio Delgado,13,0,1070,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Carlos Moreno,3,0,270,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Luis Rentería,2,0,62,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Jhojan Torres,26,1,1575,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Yilmar Velásquez,8,0,621,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Iván Rojas,44,1,3171,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Neyder Moreno,18,2,486,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Rubén Manjarrés,17,1,571,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Kelvin Osorio,6,0,258,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Harold Rivera,27,0,1406,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Fabián Sambueza,41,3,2616,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Kevin Londoño,17,0,879,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Jonathan Barboza,13,1,725,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Christian Marrugo,43,2,2209,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Juan Daniel Roa,13,0,456,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,José Gabriel Ramírez,1,0,10,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Enrique Serje,8,0,313,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Juan Aristizabal,5,0,90,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Jehan Arcíla,0,0,0,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Dylan Prieto,0,0,0,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Juan Corredor,0,0,0,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Davinson Ibarra,3,0,36,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,José Enamorado,26,5,1843,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Jersson González,28,5,1327,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Ever Valencia,23,3,1611,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Emerson Batalla,19,1,800,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Wilfrido De la Rosa,21,2,1073,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Yeison Moreno,20,4,1041,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Jhon Meléndez,3,0,91,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Wilson Morelo,23,3,976,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Jeferson Rivas,4,0,72,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Jairo Ditta,5,0,51,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Duban Palacio,7,0,130,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Hugo Rodallega,39,15,2755,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Daniel García,0,0,0,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,Hollman McCormick,2,0,29,2022
Independiente Santa Fe,Liga Dimayor Apertura,Colombia,William Ovalle,1,0,24,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,José Contreras,55,0,4920,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Juan Valencia,3,0,140,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Héctor Arango,1,0,70,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Jeison Quiñónes,47,3,3986,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Mateo Puerta,51,4,4093,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Jean Carlos Pestaña,43,3,3663,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Yhormar Hurtado,15,0,963,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Danovis Banguero,21,2,1774,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,José Cuenú,25,4,1702,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Sebastián Rodríguez,9,1,582,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Jean Fuentes,13,0,939,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Hayen Palacios,1,0,23,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Darwin Andrade,1,0,46,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Diego Sánchez,12,0,692,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Dylan Lozano,2,0,109,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Carlos Arboleda,11,0,554,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Yoni Mosquera,1,0,45,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Nicolás Lara,1,0,90,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Javier Mena,1,0,6,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Kevin Castaño,18,2,1574,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Jesús Rivas,55,8,4381,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Jaen Pineda,52,6,4146,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Auli Oliveros,25,0,732,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Moisés Villarroel,21,0,1056,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Guillermo Celis,23,0,1824,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Óscar Hernández,38,0,2090,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,José Leudo,11,0,417,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Juan Avalo,2,0,32,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Duván Mosquera,11,0,399,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Tomás Salazar,22,0,495,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Jhon Fredy Salazar,54,7,4001,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Álex Castro,16,0,675,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Adrián Estacio,22,0,462,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Johan Caballero,49,4,2636,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Marco Pérez,52,28,4163,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Diego Valdés,15,2,416,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Jeferson Rivas,12,1,197,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Wilson Morelo,28,4,1079,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Anthony Vásquez,10,1,230,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Jorge Rengifo,17,0,368,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Fabián Charales,12,1,273,2022
Rionegro Águilas,Liga Dimayor Apertura,Colombia,Royner Benítez,10,0,250,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Aldair Quintana,52,0,4680,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Santiago Londoño,4,0,360,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Franklin Mosquera,1,0,90,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Santiago Castaño,1,0,90,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Juan Betancourth,0,0,0,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Carlos Garcés,22,0,1699,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Juan Quintero,37,1,2847,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Eber Moreno,40,1,2613,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Yeison Suárez,40,1,2561,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Geisson Perea,34,1,2369,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Diego Hernández,34,1,2311,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Jordy Monroy,25,0,1599,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Cristian Blanco,12,0,674,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Edisson Restrepo,8,0,334,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Carlos Ramírez,46,11,3616,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,David Murillo,11,0,552,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Thomás Gutiérrez,1,0,63,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Juan Camilo Moreno,7,0,215,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Jesús Murillo,0,0,0,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Santiago Ruíz,0,0,0,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Julián Bazán,0,0,0,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Jhon Vázquez,0,0,0,2022
Deportivo Pereira,Liga Dimayor Apertura,Colombia,Jimer Fory,34,2,2669,2022
