team_name,league,country,player_name,appearances,goals,minutes_played,Year
Red Bull Salzburg,Bundesliga,Austria,Philipp Köhn,42,0,3777,2022
Red Bull Salzburg,Bundesliga,Austria,Nico Mantl,2,0,180,2022
Red Bull Salzburg,Bundesliga,Austria,Adam Stejskal,0,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Jonas Krumrey,0,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Alexander Walke,1,0,33,2022
Red Bull Salzburg,Bundesliga,Austria,Strahinja Pavlovic,34,2,2958,2022
Red Bull Salzburg,Bundesliga,Austria,Amar Dedic,38,3,3319,2022
Red Bull Salzburg,Bundesliga,Austria,Maximilian Wöber,21,2,1573,2022
Red Bull Salzburg,Bundesliga,Austria,Oumar Solet,33,1,2835,2022
Red Bull Salzburg,Bundesliga,Austria,Samson Baidoo,5,0,188,2022
Red Bull Salzburg,Bundesliga,Austria,Bernardo,27,0,1982,2022
Red Bull Salzburg,Bundesliga,Austria,Ignace Van der Brempt,18,1,743,2022
Red Bull Salzburg,Bundesliga,Austria,Kamil Piatkowski,4,0,268,2022
Red Bull Salzburg,Bundesliga,Austria,Daouda Guindo,0,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Bryan Okoh,1,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Lukas Wallner,0,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Jérôme Onguéné,0,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Lukas Ibertsberger,0,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Andreas Ulmer,32,0,2060,2022
Red Bull Salzburg,Bundesliga,Austria,Oscar Gloukh,17,2,796,2022
Red Bull Salzburg,Bundesliga,Austria,Nicolas Seiwald,43,4,3635,2022
Red Bull Salzburg,Bundesliga,Austria,Luka Sucic,25,0,1883,2022
Red Bull Salzburg,Bundesliga,Austria,Maurits Kjaergaard,36,2,2353,2022
Red Bull Salzburg,Bundesliga,Austria,Lucas Gourna-Douath,32,0,2061,2022
Red Bull Salzburg,Bundesliga,Austria,Nicolás Capaldo,30,6,2350,2022
Red Bull Salzburg,Bundesliga,Austria,Amankwah Forson,12,0,405,2022
Red Bull Salzburg,Bundesliga,Austria,Mamady Diambou,6,0,161,2022
Red Bull Salzburg,Bundesliga,Austria,Dijon Kameri,17,2,675,2022
Red Bull Salzburg,Bundesliga,Austria,Antoine Bernede,2,0,41,2022
Red Bull Salzburg,Bundesliga,Austria,Moussa Kounfolo Yeo,0,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Lawrence Agyekum,4,0,287,2022
Red Bull Salzburg,Bundesliga,Austria,Samson Tijani,0,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Justin Omoregie,0,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Youba Diarra,9,1,444,2022
Red Bull Salzburg,Bundesliga,Austria,Benjamin Sesko,41,18,2574,2022
Red Bull Salzburg,Bundesliga,Austria,Karim Konaté,9,3,186,2022
Red Bull Salzburg,Bundesliga,Austria,Noah Okafor,32,10,1844,2022
Red Bull Salzburg,Bundesliga,Austria,Roko Simic,13,1,399,2022
Red Bull Salzburg,Bundesliga,Austria,Oumar Diakité,0,0,0,2022
Red Bull Salzburg,Bundesliga,Austria,Junior Adamu,40,14,1745,2022
Red Bull Salzburg,Bundesliga,Austria,Fernando,13,6,789,2022
Red Bull Salzburg,Bundesliga,Austria,Sékou Koïta,28,6,1261,2022
SK Sturm Graz,Bundesliga,Austria,Arthur Okonkwo,18,0,1650,2022
SK Sturm Graz,Bundesliga,Austria,Luka Maric,0,0,0,2022
SK Sturm Graz,Bundesliga,Austria,Jörg Siebenhandl,26,0,2370,2022
SK Sturm Graz,Bundesliga,Austria,Tobias Schützenauer,2,0,180,2022
SK Sturm Graz,Bundesliga,Austria,Christopher Giuliani,0,0,0,2022
SK Sturm Graz,Bundesliga,Austria,Jusuf Gazibegovic,42,3,3611,2022
SK Sturm Graz,Bundesliga,Austria,Gregory Wüthrich,41,1,3318,2022
SK Sturm Graz,Bundesliga,Austria,David Affengruber,40,5,3064,2022
SK Sturm Graz,Bundesliga,Austria,Amadou Dante,33,0,2062,2022
SK Sturm Graz,Bundesliga,Austria,David Schnegg,39,3,2166,2022
SK Sturm Graz,Bundesliga,Austria,Paul Komposch,0,0,0,2022
SK Sturm Graz,Bundesliga,Austria,Niklas Geyrhofer,9,0,231,2022
SK Sturm Graz,Bundesliga,Austria,Dominik Oroz,5,0,91,2022
SK Sturm Graz,Bundesliga,Austria,Alexandar Borkovic,25,1,1818,2022
SK Sturm Graz,Bundesliga,Austria,Sandro Ingolitsch,8,0,524,2022
SK Sturm Graz,Bundesliga,Austria,Samuel Stückler,0,0,0,2022
SK Sturm Graz,Bundesliga,Austria,Alexander Prass,46,3,3722,2022
SK Sturm Graz,Bundesliga,Austria,Otar Kiteishvili,29,7,1673,2022
SK Sturm Graz,Bundesliga,Austria,Tomi Horvat,46,5,3057,2022
SK Sturm Graz,Bundesliga,Austria,Jon Gorenc Stankovic,44,2,3673,2022
SK Sturm Graz,Bundesliga,Austria,Ivan Ljubic,33,1,1052,2022
SK Sturm Graz,Bundesliga,Austria,Vesel Demaku,7,0,260,2022
SK Sturm Graz,Bundesliga,Austria,Moritz Wels,3,1,39,2022
SK Sturm Graz,Bundesliga,Austria,Stefan Hierländer,39,0,2622,2022
SK Sturm Graz,Bundesliga,Austria,Sandro Schendl,0,0,0,2022
SK Sturm Graz,Bundesliga,Austria,Rasmus Højlund,8,6,654,2022
SK Sturm Graz,Bundesliga,Austria,Emanuel Emegha,36,10,2120,2022
SK Sturm Graz,Bundesliga,Austria,William Böving,24,3,1071,2022
SK Sturm Graz,Bundesliga,Austria,Manprit Sarkaria,40,15,2520,2022
SK Sturm Graz,Bundesliga,Austria,Christoph Lang,7,1,199,2022
SK Sturm Graz,Bundesliga,Austria,Bryan Teixeira,16,0,642,2022
SK Sturm Graz,Bundesliga,Austria,Mohammed Fuseini,12,2,223,2022
SK Sturm Graz,Bundesliga,Austria,Leon Grgic,2,0,18,2022
SK Sturm Graz,Bundesliga,Austria,Albian Ajeti,23,4,1146,2022
SK Sturm Graz,Bundesliga,Austria,Luca Kronberger,1,1,44,2022
SK Sturm Graz,Bundesliga,Austria,Jakob Jantscher,14,1,304,2022
LASK,Bundesliga,Austria,Alexander Schlager,30,0,2730,2022
LASK,Bundesliga,Austria,Tobias Lawal,7,0,630,2022
LASK,Bundesliga,Austria,Nikolas Polster,0,0,0,2022
LASK,Bundesliga,Austria,Lukas Jungwirth,0,0,0,2022
LASK,Bundesliga,Austria,Thomas Gebauer,0,0,0,2022
LASK,Bundesliga,Austria,Maksym Taloverov,13,0,519,2022
LASK,Bundesliga,Austria,Philipp Ziereis,33,1,2869,2022
LASK,Bundesliga,Austria,Rene Renner,34,2,3039,2022
LASK,Bundesliga,Austria,Filip Stojkovic,33,2,2857,2022
LASK,Bundesliga,Austria,Felix Luckeneder,34,0,3015,2022
LASK,Bundesliga,Austria,Ákos Kecskés,8,0,355,2022
LASK,Bundesliga,Austria,Luca Wimhofer,1,0,0,2022
LASK,Bundesliga,Austria,Philipp Wiesinger,2,0,118,2022
LASK,Bundesliga,Austria,Jan Boller,2,0,128,2022
LASK,Bundesliga,Austria,Filip Twardzik,0,0,0,2022
LASK,Bundesliga,Austria,Moritz Würdinger,0,0,0,2022
LASK,Bundesliga,Austria,Yannis Letard,0,0,0,2022
LASK,Bundesliga,Austria,Hyun-seok Hong,4,0,305,2022
LASK,Bundesliga,Austria,Sascha Horvath,36,2,2529,2022
LASK,Bundesliga,Austria,Florian Flecker,30,3,789,2022
LASK,Bundesliga,Austria,Branko Jovicic,33,2,2152,2022
LASK,Bundesliga,Austria,Marvin Potzmann,18,0,758,2022
LASK,Bundesliga,Austria,Nemanja Celic,8,0,128,2022
LASK,Bundesliga,Austria,Gabriel Zirngast,2,0,6,2022
LASK,Bundesliga,Austria,Stefan Radulovic,2,0,15,2022
LASK,Bundesliga,Austria,Fredy Valencia,1,0,7,2022
LASK,Bundesliga,Austria,Peter Michorl,33,0,2544,2022
LASK,Bundesliga,Austria,Keito Nakamura,36,17,2910,2022
LASK,Bundesliga,Austria,Marin Ljubicic,33,16,1904,2022
LASK,Bundesliga,Austria,Moses Usor,18,1,1053,2022
LASK,Bundesliga,Austria,Robert Zulj,29,12,2097,2022
LASK,Bundesliga,Austria,Efthymios Koulouris,16,1,431,2022
LASK,Bundesliga,Austria,Ibrahim Mustapha,16,3,879,2022
LASK,Bundesliga,Austria,Adil Taoui,4,0,33,2022
LASK,Bundesliga,Austria,Thomas Goiginger,28,7,1659,2022
LASK,Bundesliga,Austria,Husein Balic,7,0,174,2022
LASK,Bundesliga,Austria,Thomas Sabitzer,1,0,29,2022
LASK,Bundesliga,Austria,Alexander Schmidt,3,1,49,2022
LASK,Bundesliga,Austria,Tobias Anselm,0,0,0,2022
Rapid Vienna,Bundesliga,Austria,Niklas Hedl,42,0,3840,2022
Rapid Vienna,Bundesliga,Austria,Paul Gartler,2,0,180,2022
Rapid Vienna,Bundesliga,Austria,Bernhard Unger,0,0,0,2022
Rapid Vienna,Bundesliga,Austria,Leopold Querfeld,26,1,2056,2022
Rapid Vienna,Bundesliga,Austria,Emanuel Aiwu,3,0,270,2022
Rapid Vienna,Bundesliga,Austria,Denso Kasius,12,0,803,2022
Rapid Vienna,Bundesliga,Austria,Jonas Auer,38,0,3042,2022
Rapid Vienna,Bundesliga,Austria,Moritz Oswald,19,0,957,2022
Rapid Vienna,Bundesliga,Austria,Kevin Wimmer,20,1,1628,2022
Rapid Vienna,Bundesliga,Austria,Martin Koscelník,26,0,1630,2022
Rapid Vienna,Bundesliga,Austria,Thorsten Schick,36,0,1982,2022
Rapid Vienna,Bundesliga,Austria,Maximilian Hofmann,11,0,683,2022
Rapid Vienna,Bundesliga,Austria,Martin Moormann,26,0,1594,2022
Rapid Vienna,Bundesliga,Austria,Marko Dijakovic,0,0,0,2022
Rapid Vienna,Bundesliga,Austria,Pascal Fallmann,0,0,0,2022
Rapid Vienna,Bundesliga,Austria,Michael Sollbauer,30,1,2637,2022
Rapid Vienna,Bundesliga,Austria,Christopher Dibon,3,0,208,2022
Rapid Vienna,Bundesliga,Austria,Nikolas Sattlberger,6,0,353,2022
Rapid Vienna,Bundesliga,Austria,Aleksa Pejic,36,0,2799,2022
Rapid Vienna,Bundesliga,Austria,Roman Kerschbaum,36,3,2472,2022
Rapid Vienna,Bundesliga,Austria,Patrick Greil,38,1,2130,2022
Rapid Vienna,Bundesliga,Austria,Dejan Petrovic,4,0,194,2022
Rapid Vienna,Bundesliga,Austria,Nicolas Bajlicz,0,0,0,2022
Rapid Vienna,Bundesliga,Austria,Lion Schuster,0,0,0,2022
Rapid Vienna,Bundesliga,Austria,Christoph Knasmüllner,17,0,726,2022
Rapid Vienna,Bundesliga,Austria,Marco Grüll,42,9,3243,2022
Rapid Vienna,Bundesliga,Austria,Yusuf Demir,5,1,352,2022
Rapid Vienna,Bundesliga,Austria,Nicolas Kühn,29,4,1815,2022
Rapid Vienna,Bundesliga,Austria,Ferdy Druijf,30,7,1226,2022
Rapid Vienna,Bundesliga,Austria,Guido Burgstaller,43,25,3607,2022
Rapid Vienna,Bundesliga,Austria,Rene Kriwak,6,0,194,2022
Rapid Vienna,Bundesliga,Austria,Bernhard Zimmermann,34,8,1164,2022
Rapid Vienna,Bundesliga,Austria,Oliver Strunz,17,4,732,2022
Rapid Vienna,Bundesliga,Austria,Ante Bajic,33,3,1449,2022
Rapid Vienna,Bundesliga,Austria,Dragoljub Savic,4,0,90,2022
Austria Vienna,Bundesliga,Austria,Christian Früchtl,44,0,3915,2022
Austria Vienna,Bundesliga,Austria,Mirko Kos,2,0,134,2022
Austria Vienna,Bundesliga,Austria,Lukas Wedl,0,0,0,2022
Austria Vienna,Bundesliga,Austria,Lukas Mühl,32,0,2668,2022
Austria Vienna,Bundesliga,Austria,Doron Leidner,10,1,539,2022
Austria Vienna,Bundesliga,Austria,Johannes Handl,21,0,1556,2022
Austria Vienna,Bundesliga,Austria,Marvin Martins,40,2,3330,2022
Austria Vienna,Bundesliga,Austria,Reinhold Ranftl,44,4,3863,2022
Austria Vienna,Bundesliga,Austria,Matteo Meisl,21,0,1455,2022
Austria Vienna,Bundesliga,Austria,Billy Koumetio,11,0,713,2022
Austria Vienna,Bundesliga,Austria,Lucas Galvão,24,0,2069,2022
Austria Vienna,Bundesliga,Austria,Matan Baltaxa,8,1,430,2022
Austria Vienna,Bundesliga,Austria,Florian Kopp,0,0,0,2022
Austria Vienna,Bundesliga,Austria,Ziad El Sheiwi,1,0,78,2022
Austria Vienna,Bundesliga,Austria,Georg Teigl,22,0,645,2022
Austria Vienna,Bundesliga,Austria,Dominik Fitz,38,10,2708,2022
Austria Vienna,Bundesliga,Austria,Matthias Braunöder,44,3,3225,2022
Austria Vienna,Bundesliga,Austria,Manfred Fischer,45,9,3866,2022
Austria Vienna,Bundesliga,Austria,Aleksandar Jukic,38,7,2148,2022
Austria Vienna,Bundesliga,Austria,Florian Wustinger,6,0,131,2022
Austria Vienna,Bundesliga,Austria,Dario Kreiker,9,0,264,2022
Austria Vienna,Bundesliga,Austria,Armand Smrcka,0,0,0,2022
Austria Vienna,Bundesliga,Austria,James Holland,29,0,1709,2022
Austria Vienna,Bundesliga,Austria,Haris Tabakovic,39,19,2288,2022
Austria Vienna,Bundesliga,Austria,Can Keleş,29,4,1039,2022
Austria Vienna,Bundesliga,Austria,Andreas Gruber,33,11,1940,2022
Austria Vienna,Bundesliga,Austria,Muharem Huskovic,13,1,824,2022
Austria Vienna,Bundesliga,Austria,Nikola Dovedan,23,1,950,2022
Austria Vienna,Bundesliga,Austria,Romeo Vucic,13,0,186,2022
Austria Vienna,Bundesliga,Austria,Manuel Polster,28,1,1627,2022
Austria Vienna,Bundesliga,Austria,Ibrahima Dramé,5,0,97,2022
Austria Vienna,Bundesliga,Austria,Marco Djuricin,4,1,73,2022
Austria Vienna,Bundesliga,Austria,Marko Raguz,0,0,0,2022
Wolfsberger AC,Bundesliga,Austria,Lukas Gütlbauer,4,0,390,2022
Wolfsberger AC,Bundesliga,Austria,Hendrik Bonmann,36,0,3270,2022
Wolfsberger AC,Bundesliga,Austria,David Skubl,1,0,90,2022
Wolfsberger AC,Bundesliga,Austria,Elias Müller,0,0,0,2022
Wolfsberger AC,Bundesliga,Austria,Tim Oermann,16,0,1495,2022
Wolfsberger AC,Bundesliga,Austria,Luka Lochoshvili,4,0,217,2022
Wolfsberger AC,Bundesliga,Austria,Nikolas Veratschnig,37,3,2096,2022
Wolfsberger AC,Bundesliga,Austria,Adis Jasic,32,2,2223,2022
Wolfsberger AC,Bundesliga,Austria,Dominik Baumgartner,26,1,2101,2022
Wolfsberger AC,Bundesliga,Austria,Ervin Omic,32,0,2210,2022
Wolfsberger AC,Bundesliga,Austria,Raphael Schifferl,25,2,1910,2022
Wolfsberger AC,Bundesliga,Austria,Jonathan Scherzer,15,0,985,2022
Wolfsberger AC,Bundesliga,Austria,David Gugganig,10,0,597,2022
Wolfsberger AC,Bundesliga,Austria,Simon Piesinger,33,1,2691,2022
Wolfsberger AC,Bundesliga,Austria,Matteo Anzolin,23,0,1872,2022
Wolfsberger AC,Bundesliga,Austria,Kevin Bukusu,8,0,671,2022
Wolfsberger AC,Bundesliga,Austria,Michael Novak,30,1,1635,2022
Wolfsberger AC,Bundesliga,Austria,Fabian Tauchhammer,0,0,0,2022
Wolfsberger AC,Bundesliga,Austria,Augustine Boakye,21,4,794,2022
Wolfsberger AC,Bundesliga,Austria,Thierno Ballo,35,7,1477,2022
Wolfsberger AC,Bundesliga,Austria,Matthäus Taferner,33,0,2037,2022
Wolfsberger AC,Bundesliga,Austria,Konstantin Kerschbaumer,34,3,2191,2022
Wolfsberger AC,Bundesliga,Austria,Pascal Müller,4,0,90,2022
Wolfsberger AC,Bundesliga,Austria,Mario Leitgeb,29,1,2127,2022
Wolfsberger AC,Bundesliga,Austria,Florent Hajdini,1,0,9,2022
Wolfsberger AC,Bundesliga,Austria,Tai Baribo,41,24,3121,2022
Wolfsberger AC,Bundesliga,Austria,Maurice Malone,29,9,2469,2022
Wolfsberger AC,Bundesliga,Austria,Nikolaos Vergos,16,1,467,2022
Wolfsberger AC,Bundesliga,Austria,Dario Vizinger,9,3,460,2022
Wolfsberger AC,Bundesliga,Austria,Thorsten Röcher,36,7,1454,2022
SCR Altach,Bundesliga,Austria,Andreas Jungdal,6,0,540,2022
SCR Altach,Bundesliga,Austria,Tino Casali,24,0,2160,2022
SCR Altach,Bundesliga,Austria,Jakob Odehnal,4,0,360,2022
SCR Altach,Bundesliga,Austria,Armin Gremsl,0,0,0,2022
SCR Altach,Bundesliga,Austria,David Herold,15,0,1211,2022
SCR Altach,Bundesliga,Austria,Lukas Gugganig,23,1,1627,2022
SCR Altach,Bundesliga,Austria,Pape-Alioune Ndiaye,8,0,452,2022
SCR Altach,Bundesliga,Austria,Manuel Thurnwald,22,0,1377,2022
SCR Altach,Bundesliga,Austria,Felix Strauss,22,0,1661,2022
SCR Altach,Bundesliga,Austria,Stefan Haudum,28,0,1824,2022
SCR Altach,Bundesliga,Austria,Nosa Iyobosa Edokpolor,28,0,2382,2022
SCR Altach,Bundesliga,Austria,Simon Nelson,4,0,246,2022
SCR Altach,Bundesliga,Austria,Samuel Mischitz,3,0,47,2022
SCR Altach,Bundesliga,Austria,Jan Zwischenbrugger,24,0,1797,2022
SCR Altach,Bundesliga,Austria,Emre Yabantas,2,0,77,2022
SCR Altach,Bundesliga,Austria,Amankwah Forson,18,2,1007,2022
SCR Altach,Bundesliga,Austria,Mike-Steven Bähre,7,1,481,2022
SCR Altach,Bundesliga,Austria,Lukas Jäger,32,1,2826,2022
SCR Altach,Bundesliga,Austria,Johannes Tartarotti,19,1,582,2022
SCR Altach,Bundesliga,Austria,Sebastian Aigner,19,0,775,2022
SCR Altach,Bundesliga,Austria,Bakary Nimaga,11,0,785,2022
SCR Altach,Bundesliga,Austria,Jurica Jurcec,4,0,167,2022
SCR Altach,Bundesliga,Austria,Emanuel Schreiner,14,1,665,2022
SCR Altach,Bundesliga,Austria,Alexis Tibidi,18,5,1321,2022
SCR Altach,Bundesliga,Austria,Marko Lazetic,10,0,261,2022
SCR Altach,Bundesliga,Austria,Husein Balic,12,0,905,2022
SCR Altach,Bundesliga,Austria,Jan Jurcec,31,2,1825,2022
SCR Altach,Bundesliga,Austria,Noah Bischof,24,3,1610,2022
SCR Altach,Bundesliga,Austria,Dominik Reiter,9,0,506,2022
SCR Altach,Bundesliga,Austria,Csaba Bukta,29,0,889,2022
SCR Altach,Bundesliga,Austria,Amir Abdijanovic,20,1,795,2022
SCR Altach,Bundesliga,Austria,Guy Dahan,2,0,54,2022
SCR Altach,Bundesliga,Austria,Atdhe Nuhiu,32,12,2404,2022
SCR Altach,Bundesliga,Austria,Damian Maksimovic,1,0,5,2022
SC Austria Lustenau,Bundesliga,Austria,Domenik Schierl,33,0,3000,2022
SC Austria Lustenau,Bundesliga,Austria,Ammar Helac,4,0,360,2022
SC Austria Lustenau,Bundesliga,Austria,Simon Nesler-Täubl,0,0,0,2022
SC Austria Lustenau,Bundesliga,Austria,Hakim Guenouche,32,1,2416,2022
SC Austria Lustenau,Bundesliga,Austria,Anderson,33,5,2625,2022
SC Austria Lustenau,Bundesliga,Austria,Henri Koudossou,6,0,197,2022
SC Austria Lustenau,Bundesliga,Austria,Tobias Berger,23,1,684,2022
SC Austria Lustenau,Bundesliga,Austria,Darijo Grujcic,24,3,1578,2022
SC Austria Lustenau,Bundesliga,Austria,Fabian Gmeiner,30,0,1748,2022
SC Austria Lustenau,Bundesliga,Austria,Matthias Maak,32,1,2697,2022
SC Austria Lustenau,Bundesliga,Austria,Hannes Küng,1,0,0,2022
SC Austria Lustenau,Bundesliga,Austria,Jean Hugonet,34,1,2953,2022
SC Austria Lustenau,Bundesliga,Austria,Cem Türkmen,33,0,1498,2022
SC Austria Lustenau,Bundesliga,Austria,Stefano Surdanovic,36,6,3091,2022
SC Austria Lustenau,Bundesliga,Austria,Torben Rhein,26,0,1123,2022
SC Austria Lustenau,Bundesliga,Austria,Pius Grabher,35,1,3006,2022
SC Austria Lustenau,Bundesliga,Austria,Dániel Tiefenbach,15,0,973,2022
SC Austria Lustenau,Bundesliga,Austria,Adriel,23,1,1063,2022
SC Austria Lustenau,Bundesliga,Austria,Yuliwes Bellache,8,0,157,2022
SC Austria Lustenau,Bundesliga,Austria,Angelo Bacic,0,0,0,2022
SC Austria Lustenau,Bundesliga,Austria,Bryan Teixeira,18,6,1506,2022
SC Austria Lustenau,Bundesliga,Austria,Nemanja Motika,18,1,758,2022
SC Austria Lustenau,Bundesliga,Austria,Lukas Fridrikas,33,15,2277,2022
SC Austria Lustenau,Bundesliga,Austria,Yadaly Diaby,25,4,1348,2022
SC Austria Lustenau,Bundesliga,Austria,Emrehan Gedikli,4,1,80,2022
SC Austria Lustenau,Bundesliga,Austria,Michael Cheukoua,21,3,672,2022
SC Austria Lustenau,Bundesliga,Austria,Anthony Schmid,29,5,1016,2022
SC Austria Lustenau,Bundesliga,Austria,Jan Stefanon,3,0,37,2022
SK Austria Klagenfurt,Bundesliga,Austria,Phillip Menzel,31,0,2790,2022
SK Austria Klagenfurt,Bundesliga,Austria,Marco Knaller,5,0,450,2022
SK Austria Klagenfurt,Bundesliga,Austria,Marcel Köstenbauer,0,0,0,2022
SK Austria Klagenfurt,Bundesliga,Austria,Shaoziyang Liu,0,0,0,2022
SK Austria Klagenfurt,Bundesliga,Austria,David Puntigam,0,0,0,2022
SK Austria Klagenfurt,Bundesliga,Austria,Nicolas Wimmer,33,4,2808,2022
SK Austria Klagenfurt,Bundesliga,Austria,Solomon Bonnah,12,1,384,2022
SK Austria Klagenfurt,Bundesliga,Austria,Till Schumacher,25,0,1633,2022
SK Austria Klagenfurt,Bundesliga,Austria,Simon Straudi,15,0,882,2022
SK Austria Klagenfurt,Bundesliga,Austria,Maximiliano Moreira,30,1,2130,2022
SK Austria Klagenfurt,Bundesliga,Austria,Thorsten Mahrer,35,2,3150,2022
SK Austria Klagenfurt,Bundesliga,Austria,Jannik Robatsch,1,0,7,2022
SK Austria Klagenfurt,Bundesliga,Austria,Nikola Djoric,14,0,270,2022
SK Austria Klagenfurt,Bundesliga,Austria,Alexander Fuchs,0,0,0,2022
SK Austria Klagenfurt,Bundesliga,Austria,Michael Blauensteiner,18,1,877,2022
SK Austria Klagenfurt,Bundesliga,Austria,Andy Irving,34,6,2439,2022
SK Austria Klagenfurt,Bundesliga,Austria,Christopher Cvetko,34,5,2883,2022
SK Austria Klagenfurt,Bundesliga,Austria,Vesel Demaku,14,0,694,2022
SK Austria Klagenfurt,Bundesliga,Austria,Kosmas Gezos,32,4,2285,2022
SK Austria Klagenfurt,Bundesliga,Austria,Rico Benatelli,26,0,1614,2022
SK Austria Klagenfurt,Bundesliga,Austria,Christopher Wernitznig,35,1,2252,2022
SK Austria Klagenfurt,Bundesliga,Austria,Emilian Metu,1,0,2,2022
SK Austria Klagenfurt,Bundesliga,Austria,Moritz Berg,0,0,0,2022
SK Austria Klagenfurt,Bundesliga,Austria,Daniel Francis,0,0,0,2022
SK Austria Klagenfurt,Bundesliga,Austria,Fabian Miesenböck,10,0,226,2022
SK Austria Klagenfurt,Bundesliga,Austria,Sinan Karweina,23,3,1366,2022
SK Austria Klagenfurt,Bundesliga,Austria,Lukas Fridrikas,1,0,16,2022
SK Austria Klagenfurt,Bundesliga,Austria,Florian Jaritz,18,1,817,2022
SK Austria Klagenfurt,Bundesliga,Austria,Markus Pink,25,17,2082,2022
SK Austria Klagenfurt,Bundesliga,Austria,Nicolas Binder,10,0,485,2022
SK Austria Klagenfurt,Bundesliga,Austria,Florian Rieder,26,6,1696,2022
SK Austria Klagenfurt,Bundesliga,Austria,Jonas Arweiler,23,5,656,2022
SK Austria Klagenfurt,Bundesliga,Austria,Sebastian Soto,12,1,598,2022
SK Austria Klagenfurt,Bundesliga,Austria,Patrick Hasenhüttl,0,0,0,2022
SK Austria Klagenfurt,Bundesliga,Austria,Matthew Durrans,0,0,0,2022
TSV Hartberg,Bundesliga,Austria,Raphael Sallinger,21,0,1888,2022
TSV Hartberg,Bundesliga,Austria,Fabian Ehmann,0,0,0,2022
TSV Hartberg,Bundesliga,Austria,Maximilian Pußwald,0,0,0,2022
TSV Hartberg,Bundesliga,Austria,Rene Swete,13,0,1170,2022
TSV Hartberg,Bundesliga,Austria,Florian Faist,1,0,2,2022
TSV Hartberg,Bundesliga,Austria,Manuel Pfeifer,16,0,1248,2022
TSV Hartberg,Bundesliga,Austria,Jürgen Heil,31,3,2644,2022
TSV Hartberg,Bundesliga,Austria,Matija Horvat,26,1,1481,2022
TSV Hartberg,Bundesliga,Austria,Michael Steinwender,24,1,1780,2022
TSV Hartberg,Bundesliga,Austria,Marcel Schantl,1,0,45,2022
TSV Hartberg,Bundesliga,Austria,Marin Karamarko,13,0,1053,2022
TSV Hartberg,Bundesliga,Austria,Thomas Rotter,17,0,1340,2022
TSV Hartberg,Bundesliga,Austria,Manfred Gollner,9,0,398,2022
TSV Hartberg,Bundesliga,Austria,Thomas Kofler,10,0,500,2022
TSV Hartberg,Bundesliga,Austria,Christian Klem,8,0,353,2022
TSV Hartberg,Bundesliga,Austria,Mario Sonnleitner,22,0,1745,2022
TSV Hartberg,Bundesliga,Austria,Patrick Farkas,18,0,1029,2022
TSV Hartberg,Bundesliga,Austria,Mamadou Sangaré,15,2,856,2022
TSV Hartberg,Bundesliga,Austria,Dominik Prokop,11,4,643,2022
TSV Hartberg,Bundesliga,Austria,Ousmane Diakité,15,0,679,2022
TSV Hartberg,Bundesliga,Austria,Lukas Fadinger,32,2,1772,2022
TSV Hartberg,Bundesliga,Austria,Tobias Kainz,33,0,2444,2022
TSV Hartberg,Bundesliga,Austria,Julian Halwachs,0,0,0,2022
TSV Hartberg,Bundesliga,Austria,Okan Aydin,16,4,1133,2022
TSV Hartberg,Bundesliga,Austria,Albert Ejupi,12,0,523,2022
TSV Hartberg,Bundesliga,Austria,Mario Kröpfl,15,0,350,2022
TSV Hartberg,Bundesliga,Austria,Fabian Wilfinger,0,0,0,2022
TSV Hartberg,Bundesliga,Austria,Maximilian Sellinger,0,0,0,2022
TSV Hartberg,Bundesliga,Austria,Philipp Erhardt,0,0,0,2022
TSV Hartberg,Bundesliga,Austria,Philipp Sturm,5,0,105,2022
TSV Hartberg,Bundesliga,Austria,Donis Avdijaj,17,7,1305,2022
TSV Hartberg,Bundesliga,Austria,Dominik Frieser,27,1,2217,2022
TSV Hartberg,Bundesliga,Austria,Rene Kriwak,24,2,808,2022
TSV Hartberg,Bundesliga,Austria,Ruben Providence,21,6,1350,2022
TSV Hartberg,Bundesliga,Austria,Eylon Almog,10,2,427,2022
TSV Hartberg,Bundesliga,Austria,Seth Paintsil,13,0,672,2022
TSV Hartberg,Bundesliga,Austria,Jakob Knollmüller,3,0,41,2022
TSV Hartberg,Bundesliga,Austria,Dario Tadic,28,7,1490,2022
TSV Hartberg,Bundesliga,Austria,Jürgen Lemmerer,0,0,0,2022
TSV Hartberg,Bundesliga,Austria,Jakob Kolb,0,0,0,2022
SV Ried,2. Liga,Austria,Samuel Sahin-Radlinger,28,0,2520,2022
SV Ried,2. Liga,Austria,Richard Strebinger,0,0,0,2022
SV Ried,2. Liga,Austria,Jonas Wendlinger,9,0,810,2022
SV Ried,2. Liga,Austria,Patrick Moser,0,0,0,2022
SV Ried,2. Liga,Austria,Tin Plavotic,34,4,2959,2022
SV Ried,2. Liga,Austria,Roko Jurisic,16,0,1361,2022
