"country","league","season","squad","expenditure_euros","income_euros","avg_age_out","avg_age_in","Country","Year"
"United States","Major League Soccer","Inter Miami CF","FC Cincinnati",3820000,489000,25.9,22.1,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Nashville SC",2670000,613000,25.2,24.2,"United States",2022
"United States","Major League Soccer","Inter Miami CF","CF Montréal",2510000,15200000,23.4,21.9,"United States",2022
"United States","Major League Soccer","Inter Miami CF","D.C. United",7900000,1470000,25.4,26,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Charlotte FC",7930000,1360000,25.7,23.1,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Columbus Crew",10070000,773000,27.6,23.6,"United States",2022
"United States","Major League Soccer","Inter Miami CF","New England Revolution",5380000,12450000,27.1,24.3,"United States",2022
"United States","Major League Soccer","Inter Miami CF","New York Red Bulls",5e+06,0,22.1,21.5,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Chicago Fire FC",2600000,26030000,23.3,23.5,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Austin FC",5730000,1e+05,24.4,25.3,"United States",2022
"United States","Major League Soccer","Inter Miami CF","St. Louis CITY SC",5380000,142000,22.2,23.6,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Minnesota United FC",4650000,1650000,25.9,24.3,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Los Angeles FC",12820000,17940000,25.2,24.7,"United States",2022
"United States","Major League Soccer","Inter Miami CF","San Jose Earthquakes",3980000,1700000,25.8,24.9,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Seattle Sounders FC",375000,177000,24,22.7,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Houston Dynamo FC",7470000,1080000,26.2,24.8,"United States",2022
"United States","Major League Soccer","Inter Miami CF","FC Dallas",2980000,0,23.8,22.6,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Real Salt Lake City",3720000,721000,24.7,22.4,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Vancouver Whitecaps FC",2990000,776000,26.7,23.7,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Portland Timbers",11230000,750000,26,24.7,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Sporting Kansas City",1130000,0,27.6,24.7,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Colorado Rapids",2740000,1120000,25.4,22.2,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Los Angeles Galaxy",6850000,7e+06,26.9,25.9,"United States",2022
"United States","Major League Soccer","Inter Miami CF","Inter Miami CF",21450000,3730000,26.2,24.2,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Orlando City SC",5e+06,6e+05,26.4,25.5,"United States",2023
"United States","Major League Soccer","Inter Miami CF","New York City FC",23770000,25160000,25.2,22.6,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Philadelphia Union",1940000,981000,22.7,21.3,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Toronto FC",2250000,591000,26.6,23.3,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Atlanta United FC",7700000,16080000,24.8,24.3,"United States",2023
"United States","Major League Soccer","Inter Miami CF","FC Cincinnati",8260000,17100000,24.1,24.2,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Nashville SC",6570000,69000,26.2,23.5,"United States",2023
"United States","Major League Soccer","Inter Miami CF","CF Montréal",6330000,864000,24.1,22.6,"United States",2023
"United States","Major League Soccer","Inter Miami CF","D.C. United",2510000,278000,26.1,23.9,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Charlotte FC",9200000,3e+05,26.4,25.7,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Columbus Crew",10800000,3440000,26.9,23.9,"United States",2023
"United States","Major League Soccer","Inter Miami CF","New England Revolution",4910000,1.4e+07,26.4,25.6,"United States",2023
"United States","Major League Soccer","Inter Miami CF","New York Red Bulls",6260000,2650000,23.8,20.5,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Chicago Fire FC",13650000,0,24.1,25,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Austin FC",453000,1220000,24.9,23.9,"United States",2023
"United States","Major League Soccer","Inter Miami CF","St. Louis CITY SC",1900000,2e+06,23.4,22.1,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Minnesota United FC",184000,0,25.5,23.4,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Los Angeles FC",14900000,3010000,25.2,24.8,"United States",2023
"United States","Major League Soccer","Inter Miami CF","San Jose Earthquakes",1080000,3650000,23.6,24.4,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Seattle Sounders FC",6400000,0,28.5,24.4,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Houston Dynamo FC",753000,0,24.1,23.7,"United States",2023
"United States","Major League Soccer","Inter Miami CF","FC Dallas",11780000,182000,23.9,22.8,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Real Salt Lake City",12670000,2540000,24.4,21.8,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Vancouver Whitecaps FC",1140000,2700000,24.7,27.3,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Portland Timbers",7910000,0,25.9,25.3,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Sporting Kansas City",0,0,28.7,24.7,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Colorado Rapids",5180000,758000,26.3,23.1,"United States",2023
"United States","Major League Soccer","Inter Miami CF","Los Angeles Galaxy",19370000,3310000,28.8,26.5,"United States",2023
"Austria","Bundesliga","Austria Vienna","Austria Vienna",0,4e+05,24.2,22.9,"Austria",2018
"Austria","Bundesliga","Austria Vienna","SK Sturm Graz",1060000,4350000,24.8,22.5,"Austria",2018
"Austria","Bundesliga","Austria Vienna","Wolfsberger AC",0,8e+05,26.1,22.6,"Austria",2018
"Austria","Bundesliga","Austria Vienna","Red Bull Salzburg",2.3e+07,61600000,21.3,21,"Austria",2018
"Austria","Bundesliga","Austria Vienna","LASK",250000,5e+05,22.5,22.1,"Austria",2018
"Austria","Bundesliga","Austria Vienna","SKN St. Pölten",0,0,23.1,25.2,"Austria",2018
"Austria","Bundesliga","Austria Vienna","SCR Altach",0,0,24.6,21.9,"Austria",2018
"Austria","Bundesliga","Austria Vienna","FC Wacker Innsbruck",0,1300000,23.5,22.7,"Austria",2018
"Austria","Bundesliga","Austria Vienna","SV Mattersburg",0,0,27.5,23.4,"Austria",2018
"Austria","Bundesliga","Austria Vienna","FC Admira Wacker Mödling",0,0,24.9,23.4,"Austria",2018
"Austria","Bundesliga","Austria Vienna","Rapid Vienna",5250000,9700000,23.4,22.2,"Austria",2018
"Austria","Bundesliga","Austria Vienna","TSV Hartberg",0,0,23.1,22.9,"Austria",2018
"Austria","Bundesliga","SK Sturm Graz","SK Sturm Graz",175000,3e+06,22.8,23.4,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","Rapid Vienna",2690000,10970000,23.1,21.1,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","Red Bull Salzburg",33900000,112250000,21.4,19.8,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","LASK",1900000,5e+06,22.1,21.4,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","Wolfsberger AC",0,1100000,23.1,22.8,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","TSV Hartberg",0,0,22.3,23.9,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","Austria Vienna",250000,350000,24.7,23,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","FC Admira Wacker Mödling",0,7300000,22.5,23.6,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","SV Mattersburg",0,5e+05,27.1,21,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","WSG Tirol",50000,0,27,28,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","SKN St. Pölten",0,3e+05,26.2,22.8,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","SCR Altach",2e+05,0,25,22.6,"Austria",2019
"Austria","Bundesliga","SK Sturm Graz","SK Sturm Graz",1200000,1e+05,25.6,20.9,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","Rapid Vienna",0,2070000,24.9,23.8,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","Red Bull Salzburg",20200000,5e+07,20.8,19.8,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","LASK",2180000,1380000,22.2,20.5,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","WSG Tirol",0,1200000,28.5,20.2,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","Wolfsberger AC",2040000,4e+06,25.1,22.8,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","Austria Vienna",120000,6e+05,25.8,22.8,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","SV Ried",0,0,23.8,23.3,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","FC Admira Wacker Mödling",60000,3100000,24.2,23.4,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","SKN St. Pölten",0,0,25.4,22.9,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","SCR Altach",275000,0,23.8,24.1,"Austria",2020
"Austria","Bundesliga","SK Sturm Graz","TSV Hartberg",0,0,24.2,22.6,"Austria",2020
"Austria","Bundesliga","Austria Vienna","Austria Vienna",0,1700000,25,21.7,"Austria",2021
"Austria","Bundesliga","Austria Vienna","SK Sturm Graz",2350000,6500000,22.5,20.2,"Austria",2021
"Austria","Bundesliga","Austria Vienna","Rapid Vienna",950000,2160000,25.2,20.6,"Austria",2021
"Austria","Bundesliga","Austria Vienna","Red Bull Salzburg",18500000,67430000,21.8,20.5,"Austria",2021
"Austria","Bundesliga","Austria Vienna","Wolfsberger AC",0,150000,24.3,20.3,"Austria",2021
"Austria","Bundesliga","Austria Vienna","SK Austria Klagenfurt",30000,0,23.5,22.7,"Austria",2021
"Austria","Bundesliga","Austria Vienna","SV Ried",0,0,24,22.2,"Austria",2021
"Austria","Bundesliga","Austria Vienna","LASK",2e+06,5900000,22.8,22.4,"Austria",2021
"Austria","Bundesliga","Austria Vienna","FC Admira Wacker Mödling",0,750000,24.3,22.1,"Austria",2021
"Austria","Bundesliga","Austria Vienna","WSG Tirol",1e+05,1300000,25.6,22.3,"Austria",2021
"Austria","Bundesliga","Austria Vienna","SCR Altach",0,0,24.5,22.9,"Austria",2021
"Austria","Bundesliga","Austria Vienna","TSV Hartberg",0,4e+05,25,23.8,"Austria",2021
"Austria","Bundesliga","Austria Vienna","Austria Vienna",2400000,0,23.3,23.9,"Austria",2022
"Austria","Bundesliga","Austria Vienna","SK Austria Klagenfurt",0,2e+05,24.2,23.4,"Austria",2022
"Austria","Bundesliga","Austria Vienna","LASK",4480000,4730000,22.6,22.2,"Austria",2022
"Austria","Bundesliga","Austria Vienna","Red Bull Salzburg",36500000,105640000,21.8,20,"Austria",2022
"Austria","Bundesliga","Austria Vienna","Rapid Vienna",2650000,13250000,22.9,23.6,"Austria",2022
"Austria","Bundesliga","Austria Vienna","SK Sturm Graz",7190000,2e+07,22.2,21.6,"Austria",2022
"Austria","Bundesliga","Austria Vienna","SV Ried",0,350000,23.9,22.3,"Austria",2022
"Austria","Bundesliga","Austria Vienna","WSG Tirol",0,1300000,23.4,21.6,"Austria",2022
"Austria","Bundesliga","Austria Vienna","SCR Altach",82000,438000,24.4,21.2,"Austria",2022
"Austria","Bundesliga","Austria Vienna","Wolfsberger AC",1e+05,1600000,25.3,22.9,"Austria",2022
"Austria","Bundesliga","Austria Vienna","TSV Hartberg",130000,0,24.1,22.3,"Austria",2022
"Austria","Bundesliga","Austria Vienna","SC Austria Lustenau",0,1200000,21.7,20.9,"Austria",2022
"Russia","Premier Liga","Akhmat Grozny","Akhmat Grozny",3560000,8300000,24.3,24,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","Anzhi Makhachkala ( -2022)",0,450000,25.5,23.9,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","Arsenal Tula",208000,1e+06,27,24.5,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","Dinamo Moscow",5e+05,1700000,25.3,24.7,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","Enisey Krasnoyarsk",0,13000,26.8,27.4,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","FK Krasnodar",25500000,11900000,26.4,25.1,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","Krylya Sovetov Samara",950000,0,26.5,26.9,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","Lokomotiv Moscow",17600000,0,28.9,27,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","FK Orenburg",440000,750000,29.3,25.9,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","FK Rostov",6970000,9400000,24.8,24.4,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","Rubin Kazan",2240000,14900000,28.6,24.9,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","Spartak Moscow",18100000,22250000,26.2,22.2,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","FK Ufa",1530000,6e+06,25.7,22.7,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","Ural Yekaterinburg",650000,0,24.3,24.4,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","Zenit St. Petersburg",3.7e+07,4.1e+07,27.2,27.2,"Russia",2018
"Russia","Premier Liga","Akhmat Grozny","CSKA Moscow",12320000,4.2e+07,26.8,21.2,"Russia",2018
"Russia","Premier Liga","Zenit St. Petersburg","Zenit St. Petersburg",70200000,19450000,27.4,25,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","Lokomotiv Moscow",19250000,7e+05,30,25.2,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","FK Krasnodar",29400000,20300000,26.6,26,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","CSKA Moscow",25880000,2620000,22.8,21.7,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","Spartak Moscow",42500000,30750000,26.5,23.3,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","Arsenal Tula",3480000,0,24.6,24.1,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","FK Orenburg",1060000,3200000,28.4,23.9,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","Akhmat Grozny",2260000,1540000,25.1,23.6,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","FK Rostov",1400000,4450000,27.5,24.5,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","Ural Yekaterinburg",812000,435000,26.3,24.7,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","Rubin Kazan",14950000,6900000,25.4,23.7,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","Dinamo Moscow",4.3e+07,1100000,25.3,24.8,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","Krylya Sovetov Samara",820000,3020000,26.7,24.8,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","FK Ufa",1300000,7800000,25.1,21.3,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","FK Tambov",0,775000,26.9,25.6,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","FC Sochi",13900000,0,26.5,27.5,"Russia",2019
"Russia","Premier Liga","Zenit St. Petersburg","Zenit St. Petersburg",32500000,7770000,27.7,25.5,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","Lokomotiv Moscow",17340000,14670000,25.6,23.7,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","CSKA Moscow",3.2e+07,1250000,21.5,21.8,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","FK Krasnodar",7090000,760000,27.2,27.1,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","FK Rostov",10020000,20050000,24.6,23.5,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","Dynamo Moscow",15970000,2650000,27.3,22.4,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","FK Ufa",925000,7250000,24.1,24.6,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","Arsenal Tula",9e+05,1800000,25.7,24.3,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","Spartak Moscow",14800000,4950000,24.4,24.5,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","Rubin Kazan",6500000,1e+06,24.2,24,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","Ural Yekaterinburg",875000,0,26.6,25.6,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","FC Sochi",1900000,0,25.3,24.8,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","Akhmat Grozny",1330000,1360000,26.2,24.2,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","PFK Tambov",0,1020000,27.1,25.6,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","Rotor Volgograd",232000,0,27.2,25.3,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","FK Khimki",30000,330000,24.7,24.7,"Russia",2020
"Russia","Premier Liga","Zenit St. Petersburg","Zenit St. Petersburg",49400000,10600000,26,23,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","Spartak Moscow",21760000,9730000,26.1,23.3,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","Lokomotiv Moscow",43180000,10490000,26.9,21.7,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","Rubin Kazan",17990000,18900000,23.8,22.3,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","FC Sochi",5870000,1100000,25.2,23.6,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","CSKA Moscow",820000,44770000,22.7,22.1,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","Dynamo Moscow",13620000,8080000,25.1,24.3,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","FK Khimki",1350000,763000,24.8,24,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","FK Rostov",6880000,5370000,24.3,22.3,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","FK Krasnodar",42590000,5650000,28.1,23.5,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","Akhmat Grozny",1330000,5e+06,25.2,24.4,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","Ural Yekaterinburg",660000,6e+06,26.1,23,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","FK Ufa",0,465000,26.2,23.9,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","Arsenal Tula",6e+05,3060000,26.1,25.4,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","Krylya Sovetov Samara",2710000,3880000,24.6,22,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","FC Nizhniy Novgorod",822000,25000,26.8,25.6,"Russia",2021
"Russia","Premier Liga","Zenit St. Petersburg","Zenit St. Petersburg",1e+07,2840000,25.6,23,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","FC Sochi",3640000,9400000,23.3,22.1,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","Dynamo Moscow",11400000,5060000,26.3,23.4,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","FK Krasnodar",8900000,10560000,27,24.1,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","CSKA Moscow",10300000,9590000,23.5,22.5,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","Lokomotiv Moscow",18900000,13800000,23.8,23.5,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","Akhmat Grozny",6100000,1700000,25,24,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","Krylya Sovetov Samara",7950000,10650000,22.3,22.3,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","FK Rostov",5e+06,1150000,23.1,22.8,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","Spartak Moscow",16200000,17090000,23.1,22.7,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","FC Pari Nizhniy Novgorod",1170000,1400000,24.6,23.2,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","Ural Yekaterinburg",2620000,1200000,24.9,25.3,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","FK Khimki",1090000,2e+05,26.4,24.4,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","Torpedo Moskau",3260000,50000,26,25.5,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","Fakel Voronezh",120000,0,27.2,25.1,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","FK Orenburg",6930000,1350000,25.2,22.7,"Russia",2022
"Russia","Premier Liga","Zenit St. Petersburg","Zenit St. Petersburg",45940000,62200000,24.4,23,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","CSKA Moscow",12850000,14200000,23.4,21.5,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","Spartak Moscow",3.7e+07,4500000,22.8,22.4,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","FK Rostov",3670000,3700000,24.8,23.8,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","FK Krasnodar",14600000,5030000,25.1,25.1,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","Akhmat Grozny",2350000,3e+05,24.1,23.9,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","Dynamo Moscow",20400000,28350000,23,23.4,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","FK Orenburg",5480000,2400000,24.3,21.8,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","Lokomotiv Moscow",4950000,5230000,23.9,22.6,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","FC Sochi",2560000,4050000,25.1,23.1,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","Ural Yekaterinburg",895000,0,25.7,25.2,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","Krylya Sovetov Samara",1480000,350000,22.3,21.6,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","FC Pari Nizhniy Novgorod",1690000,3780000,23.6,23,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","Fakel Voronezh",230000,170000,26.1,25.5,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","Rubin Kazan",8450000,0,25.4,23.3,"Russia",2023
"Russia","Premier Liga","Zenit St. Petersburg","Baltika Kaliningrad",4780000,930000,26.9,25.1,"Russia",2023
"Greece","Super League 1","AEK Athens","AEK Athens",4700000,3200000,23.3,21,"Greece",2018
"Greece","Super League 1","AEK Athens","AE Larisa",0,1e+06,26,25.3,"Greece",2018
"Greece","Super League 1","AEK Athens","Apollon Smyrnis",0,4e+05,27.9,24.7,"Greece",2018
"Greece","Super League 1","AEK Athens","Aris Thessaloniki",175000,370000,27.5,25.9,"Greece",2018
"Greece","Super League 1","AEK Athens","Asteras Tripolis",0,1630000,21.9,22.8,"Greece",2018
"Greece","Super League 1","AEK Athens","Atromitos Athens",0,2e+05,23.7,22.4,"Greece",2018
"Greece","Super League 1","AEK Athens","PAS Lamia 1964",0,0,27.3,27.3,"Greece",2018
"Greece","Super League 1","AEK Athens","APO Levadiakos",0,0,27.6,25.9,"Greece",2018
"Greece","Super League 1","AEK Athens","AO Xanthi",150000,0,23.3,24,"Greece",2018
"Greece","Super League 1","AEK Athens","OFI Crete FC",3e+05,250000,25.1,24.2,"Greece",2018
"Greece","Super League 1","AEK Athens","Olympiacos Piraeus",16690000,10800000,24.7,24.5,"Greece",2018
"Greece","Super League 1","AEK Athens","Panathinaikos FC",0,2400000,22,20.2,"Greece",2018
"Greece","Super League 1","AEK Athens","Panetolikos GFS",0,150000,23.8,21.8,"Greece",2018
"Greece","Super League 1","AEK Athens","Panionios Athens",0,4e+05,24.2,24.2,"Greece",2018
"Greece","Super League 1","AEK Athens","PAOK Thessaloniki",12400000,11750000,22.7,22,"Greece",2018
"Greece","Super League 1","AEK Athens","PAS Giannina",0,9e+05,25.1,24,"Greece",2018
"Greece","Super League 1","AEK Athens","AEK Athens",3100000,5e+05,23.1,22.9,"Greece",2019
"Greece","Super League 1","AEK Athens","AE Larisa",0,0,27.1,25.8,"Greece",2019
"Greece","Super League 1","AEK Athens","Aris Thessaloniki",790000,5e+05,26.9,23.8,"Greece",2019
"Greece","Super League 1","AEK Athens","Asteras Tripolis",50000,2e+05,23.5,21.5,"Greece",2019
"Greece","Super League 1","AEK Athens","Atromitos Athens",0,0,24.1,25.2,"Greece",2019
"Greece","Super League 1","AEK Athens","Volos NPS",0,0,25.9,25,"Greece",2019
"Greece","Super League 1","AEK Athens","PAS Lamia 1964",0,0,29.6,25.7,"Greece",2019
"Greece","Super League 1","AEK Athens","AO Xanthi",0,0,26.5,25.3,"Greece",2019
"Greece","Super League 1","AEK Athens","Olympiacos Piraeus",17660000,28350000,23.5,22.8,"Greece",2019
"Greece","Super League 1","AEK Athens","OFI Crete FC",740000,0,25.7,23.1,"Greece",2019
"Greece","Super League 1","AEK Athens","Panathinaikos FC",0,10000,23.9,23,"Greece",2019
"Greece","Super League 1","AEK Athens","Panetolikos GFS",80000,850000,24.1,24.9,"Greece",2019
"Greece","Super League 1","AEK Athens","Panionios Athens",0,750000,24.7,20.4,"Greece",2019
"Greece","Super League 1","AEK Athens","PAOK Thessaloniki",8850000,5050000,23.7,22.8,"Greece",2019
"Greece","Super League 1","Olympiacos Piraeus","Olympiacos Piraeus",9200000,22100000,24.3,23.8,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","PAOK Thessaloniki",6700000,11670000,24.5,23.1,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","AEK Athens",6150000,6640000,24.1,22.6,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","Panathinaikos FC",360000,630000,23.6,25.1,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","OFI Crete FC",250000,1150000,26,24.6,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","Aris Thessaloniki",1560000,1100000,26.3,25.6,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","Atromitos Athens",0,0,27.6,25.2,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","AE Larisa",0,4e+05,26.4,25.1,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","Asteras Tripolis",0,1100000,22.8,21.9,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","Volos NPS",6e+05,0,26.6,25.6,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","PAS Lamia 1964",0,0,27.3,26.1,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","Panetolikos GFS",0,0,24.3,23.8,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","PAS Giannina",0,3e+05,25.6,24.6,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","Apollon Smyrnis",0,0,27.3,27.1,"Greece",2020
"Greece","Super League 1","Olympiacos Piraeus","Olympiacos Piraeus",10220000,13700000,24.3,23.8,"Greece",2021
"Greece","Super League 1","Olympiacos Piraeus","PAOK Thessaloniki",3e+06,24550000,23.5,24.6,"Greece",2021
"Greece","Super League 1","Olympiacos Piraeus","Aris Thessaloniki",3750000,720000,23.6,24.5,"Greece",2021
"Greece","Super League 1","Olympiacos Piraeus","AEK Athens",4710000,2100000,24.2,25.9,"Greece",2021
"Greece","Super League 1","Olympiacos Piraeus","Panathinaikos FC",1750000,5e+05,23.7,25.6,"Greece",2021
"Greece","Super League 1","Olympiacos Piraeus","Asteras Tripolis",0,1100000,23.9,21.8,"Greece",2021
"Greece","Super League 1","Olympiacos Piraeus","Volos NPS",70000,1500000,24.8,24.6,"Greece",2021
