"country","league","season","squad","expenditure_euros","income_euros","avg_age_out","avg_age_in","Country","Year"
"Spain","LaLiga","FC Barcelona","FC Barcelona",3.03e+08,154400000,23.9,23.2,"Spain",2019
"Spain","LaLiga","FC Barcelona","Atlético de Madrid",247350000,316300000,25.1,24,"Spain",2019
"Spain","LaLiga","FC Barcelona","Real Madrid",355500000,136800000,22.4,22.1,"Spain",2019
"Spain","LaLiga","FC Barcelona","Getafe CF",21500000,11250000,27.1,26,"Spain",2019
"Spain","LaLiga","FC Barcelona","Valencia CF",7.5e+07,56300000,24.4,24.5,"Spain",2019
"Spain","LaLiga","FC Barcelona","Sevilla FC",188730000,131400000,25.7,24.8,"Spain",2019
"Spain","LaLiga","FC Barcelona","Athletic Bilbao",0,0,27.4,23.9,"Spain",2019
"Spain","LaLiga","FC Barcelona","Real Sociedad",31750000,9500000,25,22.7,"Spain",2019
"Spain","LaLiga","FC Barcelona","RCD Espanyol Barcelona",61500000,6.1e+07,27.1,24.8,"Spain",2019
"Spain","LaLiga","FC Barcelona","Deportivo Alavés",11770000,22500000,24.7,24.6,"Spain",2019
"Spain","LaLiga","FC Barcelona","SD Eibar",17300000,2.7e+07,25,25.4,"Spain",2019
"Spain","LaLiga","FC Barcelona","CD Leganés",16450000,40820000,24.5,23.7,"Spain",2019
"Spain","LaLiga","FC Barcelona","Real Betis Balompié",96450000,7.2e+07,24.8,24.7,"Spain",2019
"Spain","LaLiga","FC Barcelona","Villarreal CF",43800000,69300000,26.7,25.3,"Spain",2019
"Spain","LaLiga","FC Barcelona","Levante UD",14600000,14900000,25.4,25.8,"Spain",2019
"Spain","LaLiga","FC Barcelona","Real Valladolid CF",1400000,8e+06,24.9,23.5,"Spain",2019
"Spain","LaLiga","FC Barcelona","Celta de Vigo",24600000,40650000,25.8,25.6,"Spain",2019
"Spain","LaLiga","FC Barcelona","CA Osasuna",14450000,3e+05,25.6,25.3,"Spain",2019
"Spain","LaLiga","FC Barcelona","Granada CF",11240000,3e+05,26.2,25.1,"Spain",2019
"Spain","LaLiga","FC Barcelona","RCD Mallorca",7500000,0,24.5,24.6,"Spain",2019
"Spain","LaLiga","Real Madrid","Real Madrid",0,108200000,22.7,21.7,"Spain",2020
"Spain","LaLiga","Real Madrid","FC Barcelona",111940000,154400000,25.1,21.8,"Spain",2020
"Spain","LaLiga","Real Madrid","Atlético de Madrid",9.2e+07,83300000,24.8,24.1,"Spain",2020
"Spain","LaLiga","Real Madrid","Sevilla FC",74350000,19680000,25.3,25.7,"Spain",2020
"Spain","LaLiga","Real Madrid","Villarreal CF",36500000,26650000,25.7,24.1,"Spain",2020
"Spain","LaLiga","Real Madrid","Getafe CF",22050000,9750000,26.2,24.1,"Spain",2020
"Spain","LaLiga","Real Madrid","Real Sociedad",1e+07,28250000,28.1,25.5,"Spain",2020
"Spain","LaLiga","Real Madrid","Valencia CF",50000,88850000,27.1,22.4,"Spain",2020
"Spain","LaLiga","Real Madrid","Athletic Bilbao",1.2e+07,0,25.8,22.4,"Spain",2020
"Spain","LaLiga","Real Madrid","Granada CF",20500000,0,26.2,25.2,"Spain",2020
"Spain","LaLiga","Real Madrid","CA Osasuna",9150000,3450000,26.3,26.4,"Spain",2020
"Spain","LaLiga","Real Madrid","Levante UD",8e+06,5e+06,25.5,24.5,"Spain",2020
"Spain","LaLiga","Real Madrid","Real Betis Balompié",0,43700000,24.9,24.6,"Spain",2020
"Spain","LaLiga","Real Madrid","Real Valladolid CF",9850000,12100000,25,25.5,"Spain",2020
"Spain","LaLiga","Real Madrid","Cádiz CF",10100000,0,26.1,25.8,"Spain",2020
"Spain","LaLiga","Real Madrid","SD Eibar",2e+06,150000,28.3,24.7,"Spain",2020
"Spain","LaLiga","Real Madrid","Deportivo Alavés",0,4880000,24.8,24.3,"Spain",2020
"Spain","LaLiga","Real Madrid","SD Huesca",4650000,0,24.6,25.2,"Spain",2020
"Spain","LaLiga","Real Madrid","Celta de Vigo",3e+06,2500000,26.3,25.3,"Spain",2020
"Spain","LaLiga","Real Madrid","Elche CF",6100000,7300000,27.3,27.5,"Spain",2020
"Spain","LaLiga","Atlético de Madrid","Atlético de Madrid",85700000,22750000,23.8,24.1,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","FC Barcelona",69500000,70760000,24.6,24.1,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Real Madrid",3.1e+07,7.8e+07,24.6,23.3,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Sevilla FC",41500000,28500000,26.1,25.1,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Real Sociedad",2500000,0,25.9,26.4,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Villarreal CF",54500000,10340000,24.4,24,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Real Betis Balompié",3250000,1.4e+07,24.9,25.1,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Athletic Bilbao",0,0,25.7,22.5,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Granada CF",17450000,3e+06,24.1,24.2,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Celta de Vigo",10020000,1800000,26.2,26.9,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Cádiz CF",6100000,0,27,26,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","RCD Espanyol Barcelona",6e+06,0,23.9,24.9,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","CA Osasuna",8700000,0,28.1,25.1,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Levante UD",875000,0,26.8,25.6,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Valencia CF",13350000,2700000,26,22.9,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Getafe CF",15160000,2.1e+07,26.2,24.3,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Deportivo Alavés",1600000,3500000,25.8,24.6,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Elche CF",8200000,2e+05,28.4,27.6,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","RCD Mallorca",1e+07,9e+06,26.2,26.4,"Spain",2021
"Spain","LaLiga","Atlético de Madrid","Rayo Vallecano",4300000,2200000,25.6,25.9,"Spain",2021
"Spain","LaLiga","Real Madrid","Real Madrid",8e+07,92150000,24.9,22.5,"Spain",2022
"Spain","LaLiga","Real Madrid","FC Barcelona",1.58e+08,39500000,27.2,25.1,"Spain",2022
"Spain","LaLiga","Real Madrid","Sevilla FC",30400000,91500000,25.1,24.1,"Spain",2022
"Spain","LaLiga","Real Madrid","Atlético de Madrid",29500000,28250000,25.1,24.1,"Spain",2022
"Spain","LaLiga","Real Madrid","Real Sociedad",5.5e+07,80500000,26.7,23.3,"Spain",2022
"Spain","LaLiga","Real Madrid","Real Betis Balompié",27400000,14750000,26.8,24.2,"Spain",2022
"Spain","LaLiga","Real Madrid","Villarreal CF",6480000,31600000,26.8,25,"Spain",2022
"Spain","LaLiga","Real Madrid","Athletic Bilbao",0,0,24.2,24.1,"Spain",2022
"Spain","LaLiga","Real Madrid","Valencia CF",12500000,54600000,24.7,24.1,"Spain",2022
"Spain","LaLiga","Real Madrid","CA Osasuna",2e+06,250000,27.2,24.9,"Spain",2022
"Spain","LaLiga","Real Madrid","Elche CF",13160000,9400000,28.6,25,"Spain",2022
"Spain","LaLiga","Real Madrid","Celta de Vigo",22350000,17200000,27.6,24.5,"Spain",2022
"Spain","LaLiga","Real Madrid","RCD Espanyol Barcelona",20600000,17800000,26.8,24.7,"Spain",2022
"Spain","LaLiga","Real Madrid","Rayo Vallecano",14300000,2e+05,26.1,25.7,"Spain",2022
"Spain","LaLiga","Real Madrid","Getafe CF",15750000,20500000,25.7,26.1,"Spain",2022
"Spain","LaLiga","Real Madrid","RCD Mallorca",13420000,5300000,27.4,25.8,"Spain",2022
"Spain","LaLiga","Real Madrid","Cádiz CF",11500000,1e+06,26.7,26,"Spain",2022
"Spain","LaLiga","Real Madrid","UD Almería",37080000,22200000,24.9,23.7,"Spain",2022
"Spain","LaLiga","Real Madrid","Real Valladolid CF",12300000,1300000,27.1,26.2,"Spain",2022
"Spain","LaLiga","Real Madrid","Girona FC",1.5e+07,750000,23.6,23.8,"Spain",2022
"Spain","LaLiga","Athletic Bilbao","Athletic Bilbao",0,0,25.4,23.1,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Atlético de Madrid",54500000,103100000,24.5,24.2,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","FC Barcelona",43400000,107440000,24.3,23.6,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Girona FC",22250000,17900000,24.6,23.4,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","CA Osasuna",6500000,4e+06,26,23.6,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Real Betis Balompié",32500000,7e+07,27.8,25.6,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Real Madrid",129500000,7e+06,26.9,23.5,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Real Sociedad",20400000,16800000,25.7,24.6,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Sevilla FC",3.2e+07,26600000,27.2,25,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Villarreal CF",12500000,111900000,25.7,25.7,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Granada CF",17150000,10450000,26.6,24.6,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","UD Las Palmas",4800000,0,27,25.7,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Rayo Vallecano",17300000,5700000,27.3,26.4,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","RCD Mallorca",24300000,2.2e+07,26.2,25.7,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Getafe CF",1.1e+07,6e+06,27.4,25.2,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Valencia CF",10400000,27400000,25.4,22.7,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","UD Almería",5.2e+07,51200000,24.7,24.1,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Celta de Vigo",31200000,46200000,26.6,25.4,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Cádiz CF",6e+06,9500000,27.5,26,"Spain",2023
"Spain","LaLiga","Athletic Bilbao","Deportivo Alavés",9400000,2500000,25.6,24,"Spain",2023
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","CR Flamengo",49800000,66150000,24.4,23.7,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Santos FC",6250000,53650000,25.9,26.1,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Sociedade Esportiva Palmeiras",21250000,36060000,26,24.5,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Grêmio Foot-Ball Porto Alegrense",3980000,10850000,25.5,25.4,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Club Athletico Paranaense",5300000,56970000,24,23.2,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","São Paulo Futebol Clube",8650000,9800000,25.8,24.6,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Sport Club Internacional",1710000,21520000,25.3,23.7,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Sport Club Corinthians Paulista",16500000,5020000,25.5,24.3,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Fortaleza Esporte Clube",1e+06,0,26.4,26,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Goiás EC",420000,8310000,25.8,24.9,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Esporte Clube Bahia",2600000,4200000,25,25.2,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Clube de Regatas Vasco da Gama",380000,6150000,25,23.3,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Clube Atlético Mineiro",19330000,10730000,25.6,24.6,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Fluminense Football Club",2500000,23400000,24.7,25.3,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Botafogo de Futebol e Regatas",0,2100000,25.2,24,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Ceará Sporting Club",1900000,720000,27.4,25.3,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Red Bull Bragantino",19900000,0,26.6,22.2,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Sport Club do Recife",0,7e+05,26.4,25.4,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Coritiba Foot Ball Club",0,6e+05,26,26.3,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","CR Flamengo","Atlético Clube Goianiense",0,255000,25.4,24,"Brazil",2019
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","América Futebol Clube (MG)",0,950000,24.5,25.6,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Club Athletico Paranaense",5900000,8700000,25.7,23.9,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Atlético Clube Goianiense",150000,2e+05,25.4,24.7,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Clube Atlético Mineiro",23920000,1280000,25.3,24.5,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Esporte Clube Bahia",340000,7200000,26.9,25.4,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Ceará Sporting Club",1650000,650000,29.5,25.5,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Associação Chapecoense de Futebol",0,0,25.1,23.9,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Sport Club Corinthians Paulista",680000,26200000,25.6,24.6,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Cuiabá Esporte Clube (MT)",0,30000,25.7,25.7,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","CR Flamengo",1.4e+07,16800000,23.9,22.8,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Fluminense Football Club",0,3150000,24.8,24.5,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Fortaleza Esporte Clube",30000,1e+05,28.6,25.8,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Grêmio Foot-Ball Porto Alegrense",5300000,20550000,26.4,25,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Sport Club Internacional",180000,1.4e+07,24.3,22.5,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Esporte Clube Juventude",0,1500000,26.7,26.2,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Sociedade Esportiva Palmeiras",5100000,3e+07,24.8,24.3,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Red Bull Bragantino",14350000,0,24.9,21.5,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Santos FC",2900000,15240000,25.7,24.4,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","São Paulo Futebol Clube",6050000,33670000,24.7,23.9,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Sport Club do Recife",0,150000,25.7,25.1,"Brazil",2020
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","América Futebol Clube (MG)",250000,0,25.4,25.8,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Club Athletico Paranaense",13800000,1e+07,26,24.3,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Atlético Clube Goianiense",0,475000,25.8,25.7,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Clube Atlético Mineiro",3750000,25570000,25.3,25.6,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Ceará Sporting Club",870000,3550000,25.2,26.2,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Sport Club Corinthians Paulista",2150000,13650000,24.8,25.8,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Cuiabá Esporte Clube (MT)",150000,0,24.4,25.4,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","CR Flamengo",14950000,42160000,23.1,23.8,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Fluminense Football Club",3250000,15420000,26.1,27.2,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Fortaleza Esporte Clube",3280000,2150000,27.6,26,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Sport Club Internacional",10100000,35330000,25.2,24.4,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Esporte Clube Juventude",0,9e+05,26.8,26,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Sociedade Esportiva Palmeiras",8600000,25400000,24.6,22.6,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Red Bull Bragantino",23850000,14650000,23.2,22,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Santos FC",470000,13950000,25.2,24.3,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","São Paulo Futebol Clube",750000,7600000,26.5,24.8,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Botafogo de Futebol e Regatas",12510000,1500000,26,25.8,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Goiás EC",0,0,25.2,24.8,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Coritiba Foot Ball Club",480000,0,25.7,23.7,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Avaí FC",0,0,26.1,25.7,"Brazil",2021
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","América Futebol Clube (MG)",3470000,2e+05,27,25.1,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Club Athletico Paranaense",4200000,10500000,24.6,24.3,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Clube Atlético Mineiro",4300000,22010000,26.1,25.3,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Esporte Clube Bahia",16350000,280000,25.4,24.6,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Botafogo de Futebol e Regatas",5810000,1e+07,26.1,25.5,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Sport Club Corinthians Paulista",8820000,13150000,24.8,22.8,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Coritiba Foot Ball Club",6700000,4500000,24.7,24.4,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Cruzeiro Esporte Clube",5270000,1370000,25.1,24.4,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Cuiabá Esporte Clube (MT)",2620000,8700000,26.7,24.2,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","CR Flamengo",38800000,32800000,25.7,23.1,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Fluminense Football Club",3500000,19990000,27.5,24.2,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Fortaleza Esporte Clube",4630000,2370000,26.8,27.4,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Goiás EC",280000,80000,24.8,25.1,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Grêmio Foot-Ball Porto Alegrense",9200000,9390000,24.8,25,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Sport Club Internacional",6300000,9160000,24.8,25.4,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Sociedade Esportiva Palmeiras",25280000,35940000,22.8,21.9,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Red Bull Bragantino",12990000,16500000,24.9,23.7,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Santos FC",13250000,8600000,24.9,24.4,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","São Paulo Futebol Clube",13140000,24800000,26.8,24.2,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","América Futebol Clube (MG)","Clube de Regatas Vasco da Gama",19550000,12500000,25.9,24.3,"Brazil",2022
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Atlético Clube Goianiense",1640000,282000,25.2,25.1,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Clube Atlético Mineiro",7980000,17190000,27,22.1,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Club Athletico Paranaense",21370000,54350000,25.6,24.4,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Esporte Clube Bahia",17280000,0,24.3,26.3,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Botafogo de Futebol e Regatas",27310000,14430000,25.3,25,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Red Bull Bragantino",5500000,1.9e+07,23.8,23.6,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Sport Club Corinthians Paulista",23600000,61630000,26.4,25.3,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Criciúma Esporte Clube",0,0,28,25.8,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Cruzeiro Esporte Clube",5520000,3610000,25.5,24.4,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Cuiabá Esporte Clube (MT)",3490000,2500000,25.2,23.7,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","CR Flamengo",47400000,30150000,26,23.7,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Fluminense Football Club",4700000,9410000,25.9,25.8,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Fortaleza Esporte Clube",11390000,11930000,26.7,26,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Grêmio Foot-Ball Porto Alegrense",8e+06,18490000,26.2,26,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Sport Club Internacional",14230000,10140000,26.6,26.6,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Esporte Clube Juventude",290000,245000,25.8,25.3,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Sociedade Esportiva Palmeiras",16650000,46960000,23.9,22.6,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","São Paulo Futebol Clube",14600000,22360000,25.2,26.6,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Clube de Regatas Vasco da Gama",23530000,29300000,23.7,25.6,"Brazil",2023
"Brazil","Campeonato Brasileiro Série A","Atlético Clube Goianiense","Esporte Clube Vitória",3190000,0,26.1,25.7,"Brazil",2023
"Germany","Bundesliga","Bayern Munich","Bayern Munich",139500000,5.4e+07,28,22.6,"Germany",2019
"Germany","Bundesliga","Bayern Munich","Borussia Dortmund",148500000,132250000,24.1,23.4,"Germany",2019
"Germany","Bundesliga","Bayern Munich","RB Leipzig",9.3e+07,45250000,22.5,20.7,"Germany",2019
"Germany","Bundesliga","Bayern Munich","Bayer 04 Leverkusen",99700000,33500000,23.5,21.4,"Germany",2019
"Germany","Bundesliga","Bayern Munich","Borussia Mönchengladbach",40500000,34100000,22.4,24.3,"Germany",2019
"Germany","Bundesliga","Bayern Munich","VfL Wolfsburg",34800000,14300000,24,22.8,"Germany",2019
"Germany","Bundesliga","Bayern Munich","Eintracht Frankfurt",82640000,114800000,23.5,24.4,"Germany",2019
"Germany","Bundesliga","Bayern Munich","SV Werder Bremen",13950000,0,23.5,23.3,"Germany",2019
"Germany","Bundesliga","Bayern Munich","TSG 1899 Hoffenheim",54850000,122400000,24.2,25.4,"Germany",2019
"Germany","Bundesliga","Bayern Munich","Fortuna Düsseldorf",11150000,11600000,25.2,23.7,"Germany",2019
"Germany","Bundesliga","Bayern Munich","Hertha BSC",110700000,23450000,22.5,22.1,"Germany",2019
"Germany","Bundesliga","Bayern Munich","1.FSV Mainz 05",30700000,2.7e+07,25.5,22.7,"Germany",2019
"Germany","Bundesliga","Bayern Munich","SC Freiburg",17500000,8100000,24.1,23.1,"Germany",2019
"Germany","Bundesliga","Bayern Munich","FC Schalke 04",29500000,19450000,25.7,22.2,"Germany",2019
"Germany","Bundesliga","Bayern Munich","FC Augsburg",3.3e+07,2e+07,25.5,24.5,"Germany",2019
"Germany","Bundesliga","Bayern Munich","1.FC Köln",20250000,6850000,22.9,21.7,"Germany",2019
"Germany","Bundesliga","Bayern Munich","SC Paderborn 07",750000,5800000,23.8,22.2,"Germany",2019
"Germany","Bundesliga","Bayern Munich","1.FC Union Berlin",10050000,1250000,24,23.5,"Germany",2019
"Germany","Bundesliga","Bayern Munich","Bayern Munich",6.6e+07,22250000,24.2,22.8,"Germany",2020
"Germany","Bundesliga","Bayern Munich","Borussia Dortmund",55150000,5500000,24.6,22.8,"Germany",2020
"Germany","Bundesliga","Bayern Munich","RB Leipzig",7.2e+07,77500000,20.8,20.8,"Germany",2020
"Germany","Bundesliga","Bayern Munich","Borussia Mönchengladbach",13500000,0,25.4,20.5,"Germany",2020
"Germany","Bundesliga","Bayern Munich","Bayer 04 Leverkusen",46200000,9.1e+07,24.6,21.6,"Germany",2020
"Germany","Bundesliga","Bayern Munich","TSG 1899 Hoffenheim",4e+06,17750000,26,22.6,"Germany",2020
"Germany","Bundesliga","Bayern Munich","VfL Wolfsburg",2.2e+07,11100000,24.9,22.4,"Germany",2020
"Germany","Bundesliga","Bayern Munich","SC Freiburg",14350000,37950000,25.7,23.7,"Germany",2020
"Germany","Bundesliga","Bayern Munich","Eintracht Frankfurt",10750000,17700000,26.6,22,"Germany",2020
"Germany","Bundesliga","Bayern Munich","Hertha BSC",31250000,10450000,25.1,22.6,"Germany",2020
"Germany","Bundesliga","Bayern Munich","1.FC Union Berlin",1700000,6920000,24.9,23.7,"Germany",2020
"Germany","Bundesliga","Bayern Munich","FC Schalke 04",2e+06,8e+06,24.2,25.1,"Germany",2020
"Germany","Bundesliga","Bayern Munich","1.FSV Mainz 05",2e+06,13700000,23.8,23.4,"Germany",2020
"Germany","Bundesliga","Bayern Munich","1.FC Köln",18500000,1.5e+07,26.6,23.2,"Germany",2020
"Germany","Bundesliga","Bayern Munich","FC Augsburg",10300000,10700000,25.2,25.1,"Germany",2020
